Treated,Synthetic,Sample Mean
k98,8.125,8.8,8.209
k_p98,-3.703,-3.772,-4.707
GVA_Agr,0.075,0.072,0.124
GVA_Ind,0.419,0.331,0.268
GVA_Trade,0.14,0.223,0.22
GVA_Constr,0.075,0.073,0.068
GVA_FBS,0.133,0.138,0.154
h98_Trade,2.115,1.782,1.044
dwellings2000,10.854,11.607,11.827
urban,0.194,0.407,0.431
modern,0.093,0.107,0.088
av_age_ln,3.648,3.626,3.568
