Treated,Synthetic,Sample Mean
k98,9.911,9.981,8.209
k_p98,-3.16,-3.407,-4.707
GVA_Agr,0.018,0.022,0.124
GVA_Ind,0.232,0.218,0.268
GVA_Trade,0.232,0.342,0.22
GVA_Constr,0.055,0.06,0.068
GVA_FBS,0.231,0.223,0.154
h98_Trade,2.651,2.006,1.044
dwellings2000,12.144,12.202,11.827
urban,0.51,0.625,0.431
modern,0.083,0.127,0.088
av_age_ln,3.574,3.594,3.568
