Treated,Synthetic,Sample Mean
k98,8.166,8.185,8.209
k_p98,-4.624,-4.582,-4.707
GVA_Agr,0.104,0.105,0.124
GVA_Ind,0.191,0.262,0.268
GVA_Trade,0.164,0.182,0.22
GVA_Constr,0.051,0.053,0.068
GVA_FBS,0.246,0.216,0.154
h98_Trade,1.441,1.381,1.044
dwellings2000,11.843,11.745,11.827
urban,0.6,0.463,0.431
modern,0.044,0.056,0.088
av_age_ln,3.685,3.639,3.568
