Treated,Synthetic,Sample Mean
k98,7.454,7.85,8.209
k_p98,-5.136,-5.036,-4.707
GVA_Agr,0.141,0.161,0.124
GVA_Ind,0.252,0.297,0.268
GVA_Trade,0.225,0.217,0.22
GVA_Constr,0.038,0.086,0.068
GVA_FBS,0.054,0.104,0.154
h98_Trade,0.498,0.835,1.044
dwellings2000,11.631,11.904,11.827
urban,0.638,0.52,0.431
modern,0.053,0.066,0.088
av_age_ln,3.584,3.579,3.568
