Treated,Synthetic,Sample Mean
k98,7.014,7.231,8.209
k_p98,-5.159,-5.039,-4.707
GVA_Agr,0.144,0.15,0.124
GVA_Ind,0.293,0.315,0.268
GVA_Trade,0.203,0.198,0.22
GVA_Constr,0.062,0.062,0.068
GVA_FBS,0.113,0.12,0.154
h98_Trade,0.695,0.913,1.044
dwellings2000,11.186,11.371,11.827
urban,0.51,0.458,0.431
modern,0.086,0.086,0.088
av_age_ln,3.468,3.629,3.568
