94,95,96,97,98,99
1997,0.0825281907938887,0.128985730698643,0.116221293730926,0.0609032526017535,0.117041529297624,0.051765753850476
1998,0.00968969273163209,-0.00461656911844367,0.138999400401262,0.0316741465220713,0.0179208185067119,0.0577714911966467
1999,-0.108109621364612,-0.0959639827487067,0.0663157388046571,-0.0861776593532841,-0.0112348427603268,0.0256445727970785
2000,0.0683899832048658,-0.013589462506099,0.0460261335586207,0.0255874689418312,0.0167571798253573,0.0270671655327433
2001,0.0382522235990595,0.024286503798204,0.0501566522720208,0.0308939761460106,0.068720132876141,-0.00813492641807961
2002,0.0531606845827528,0.0255747134279617,0.0159441370201622,0.0603427460408824,0.0560573794224646,0.0661698990540586
2003,0.0659902975619506,0.0297043025639666,0.0633783131708422,0.0262020367629814,0.0657793925021889,0.0696312605953194
2004,0.0134049398883641,0.00526779242231504,0.0270691025455814,-0.0319512175581453,0.0111168907923158,-0.0309902996652387
2005,0.0778898431351462,0.110940269681825,0.0844688819808886,0.0851943010512745,0.155243882988854,0.115289882927658
2006,-0.0753205269248447,0.0191872483669104,0.143526008488544,0.111448700492609,0.107108242802485,0.0919575807588976
2007,0.139884098285159,0.144511039259711,0.0701741693529245,0.148236853716858,0.133620405855084,0.0327602469278402
2008,-0.139520641872954,-0.110438401358103,-0.129049887935359,-0.135816702879969,-0.157492364998604,-0.0879878804642966
2009,-0.22644084268232,-0.149254002462162,-0.252981602649177,-0.239569687154272,-0.176393609115037,-0.20326943467292
2010,-0.00192134780560414,0.00455263257493795,-0.00361998668967095,0.065772884768985,-0.00553496208176476,0.0416335973069536
2011,0.158708268189347,0.134277397500759,0.0504804351811718,0.0933117382553463,0.0281929603854731,0.0880668844034863
2012,-0.00598866198167773,0.0581868973730982,0.113520441719492,0.0520398075088518,0.0429023471971186,0.050765165905606
2013,-0.000423629832891183,-0.0330475129766567,0.0546960764065321,0.0888136356594798,0.0333893807731957,-0.0555911097412937
2014,-0.0338331037125887,-0.0308782299459296,-0.0152335130346763,-0.0595551380376172,0.0757988426737252,0.0123596038612328
2015,-0.00350975257646167,-0.0344340224157585,-0.012402587649225,0.00332107185650151,-0.0443818053949732,0.00417554805430811
2016,4.87667207940967e-05,-0.0517815557624517,-0.0112952839106167,0.00898240070311524,-0.025638611547791,-0.0456547035199628
2017,-0.00544381036825058,-0.0246624947823253,-0.0398020146944543,0.0244355170237189,-0.056708318158805,-0.0847294681329094
2018,-0.0382790597603481,-0.110287861927089,0.0464918619747524,-0.0535596985483707,-0.0454288035184786,-0.0893905567992553
