Treated,Synthetic,Sample Mean
k98,7.143,7.901,8.209
k_p98,-5.026,-4.518,-4.707
GVA_Agr,0.124,0.134,0.124
GVA_Ind,0.394,0.395,0.268
GVA_Trade,0.147,0.183,0.22
GVA_Constr,0.049,0.05,0.068
GVA_FBS,0.105,0.107,0.154
h98_Trade,0.695,1.215,1.044
dwellings2000,11.254,11.263,11.827
urban,0.464,0.311,0.431
modern,0.057,0.072,0.088
av_age_ln,3.561,3.563,3.568
