Treated,Synthetic,Sample Mean
k98,8.322,10.468,8.209
k_p98,-3.224,-3.232,-4.707
GVA_Agr,0.027,0.011,0.124
GVA_Ind,0.182,0.176,0.268
GVA_Trade,0.35,0.345,0.22
GVA_Constr,0.08,0.079,0.068
GVA_FBS,0.168,0.239,0.154
h98_Trade,2.651,1.838,1.044
dwellings2000,10.771,12.688,11.827
urban,0.439,0.808,0.431
modern,0.086,0.087,0.088
av_age_ln,3.781,3.709,3.568
