Treated,Synthetic,Sample Mean
k98,9.154,9.109,8.209
k_p98,-4.171,-4.134,-4.707
GVA_Agr,0.042,0.046,0.124
GVA_Ind,0.367,0.37,0.268
GVA_Trade,0.186,0.196,0.22
GVA_Constr,0.068,0.069,0.068
GVA_FBS,0.165,0.163,0.154
h98_Trade,1.3,1.269,1.044
dwellings2000,12.12,12.145,11.827
urban,0.544,0.502,0.431
modern,0.058,0.082,0.088
av_age_ln,3.479,3.505,3.568
