Treated,Synthetic,Sample Mean
k98,6.861,6.872,8.209
k_p98,-5.299,-5.299,-4.707
GVA_Agr,0.286,0.208,0.124
GVA_Ind,0.177,0.176,0.268
GVA_Trade,0.183,0.182,0.22
GVA_Constr,0.068,0.068,0.068
GVA_FBS,0.083,0.165,0.154
h98_Trade,0.695,0.695,1.044
dwellings2000,11.081,11.091,11.827
urban,0.434,0.433,0.431
modern,0.064,0.07,0.088
av_age_ln,3.528,3.607,3.568
