Treated,Synthetic,Sample Mean
k98,9.164,9.096,8.209
k_p98,-4.321,-4.251,-4.707
GVA_Agr,0.091,0.088,0.124
GVA_Ind,0.332,0.326,0.268
GVA_Trade,0.228,0.224,0.22
GVA_Constr,0.081,0.075,0.068
GVA_FBS,0.139,0.13,0.154
h98_Trade,1.3,1.28,1.044
dwellings2000,12.28,12.31,11.827
urban,0.431,0.44,0.431
modern,0.05,0.058,0.088
av_age_ln,3.505,3.659,3.568
