Treated,Synthetic,Sample Mean
k98,7.585,7.612,8.209
k_p98,-5.047,-5.028,-4.707
GVA_Agr,0.136,0.141,0.124
GVA_Ind,0.299,0.302,0.268
GVA_Trade,0.186,0.19,0.22
GVA_Constr,0.062,0.067,0.068
GVA_FBS,0.099,0.123,0.154
h98_Trade,0.695,0.694,1.044
dwellings2000,11.648,11.649,11.827
urban,0.539,0.487,0.431
modern,0.069,0.071,0.088
av_age_ln,3.506,3.58,3.568
