Treated,Synthetic,Sample Mean
k98,8.743,8.887,8.209
k_p98,-3.681,-3.82,-4.707
GVA_Agr,0.043,0.09,0.124
GVA_Ind,0.38,0.35,0.268
GVA_Trade,0.183,0.185,0.22
GVA_Constr,0.081,0.08,0.068
GVA_FBS,0.153,0.14,0.154
h98_Trade,2.115,1.565,1.044
dwellings2000,11.448,11.617,11.827
urban,0.324,0.328,0.431
modern,0.083,0.111,0.088
av_age_ln,3.641,3.527,3.568
