Treated,Synthetic,Sample Mean
k98,7.557,7.585,8.209
k_p98,-4.457,-4.515,-4.707
GVA_Agr,0.152,0.083,0.124
GVA_Ind,0.21,0.169,0.268
GVA_Trade,0.2,0.286,0.22
GVA_Constr,0.079,0.067,0.068
GVA_FBS,0.159,0.182,0.154
h98_Trade,1.441,1.776,1.044
dwellings2000,11.133,11.177,11.827
urban,0.537,0.468,0.431
modern,0.053,0.067,0.088
av_age_ln,3.713,3.709,3.568
