Treated,Synthetic,Sample Mean
k98,7.586,8.575,8.209
k_p98,-4.519,-4.385,-4.707
GVA_Agr,0.045,0.038,0.124
GVA_Ind,0.455,0.432,0.268
GVA_Trade,0.134,0.191,0.22
GVA_Constr,0.048,0.091,0.068
GVA_FBS,0.174,0.13,0.154
h98_Trade,1.441,1.308,1.044
dwellings2000,11.252,11.759,11.827
urban,0.891,0.697,0.431
modern,0.036,0.06,0.088
av_age_ln,3.409,3.632,3.568
