Treated,Synthetic,Sample Mean
k98,7.831,8.272,8.209
k_p98,-4.857,-4.847,-4.707
GVA_Agr,0.062,0.068,0.124
GVA_Ind,0.187,0.247,0.268
GVA_Trade,0.385,0.319,0.22
GVA_Constr,0.114,0.073,0.068
GVA_FBS,0.059,0.121,0.154
h98_Trade,0.498,1.177,1.044
dwellings2000,11.788,11.805,11.827
urban,0.705,0.407,0.431
modern,0.042,0.101,0.088
av_age_ln,3.699,3.481,3.568
