Treated,Synthetic,Sample Mean
k98,7.921,8.046,8.209
k_p98,-4.884,-4.901,-4.707
GVA_Agr,0.071,0.076,0.124
GVA_Ind,0.31,0.308,0.268
GVA_Trade,0.287,0.281,0.22
GVA_Constr,0.043,0.055,0.068
GVA_FBS,0.069,0.136,0.154
h98_Trade,0.498,0.975,1.044
dwellings2000,11.93,11.855,11.827
urban,0.581,0.529,0.431
modern,0.092,0.091,0.088
av_age_ln,3.516,3.491,3.568
