Treated,Synthetic,Sample Mean
k98,9.093,9.059,8.209
k_p98,-4.482,-4.45,-4.707
GVA_Agr,0.074,0.074,0.124
GVA_Ind,0.244,0.245,0.268
GVA_Trade,0.266,0.266,0.22
GVA_Constr,0.083,0.083,0.068
GVA_FBS,0.138,0.14,0.154
h98_Trade,1.319,1.312,1.044
dwellings2000,12.206,12.231,11.827
urban,0.49,0.496,0.431
modern,0.068,0.089,0.088
av_age_ln,3.419,3.53,3.568
