Treated,Synthetic,Sample Mean
k98,7.32,7.458,8.209
k_p98,-4.568,-4.656,-4.707
GVA_Agr,0.189,0.171,0.124
GVA_Ind,0.276,0.256,0.268
GVA_Trade,0.173,0.204,0.22
GVA_Constr,0.052,0.055,0.068
GVA_FBS,0.157,0.156,0.154
h98_Trade,1.441,1.445,1.044
dwellings2000,11.01,11.061,11.827
urban,0.567,0.363,0.431
modern,0.042,0.063,0.088
av_age_ln,3.659,3.635,3.568
