Treated,Synthetic,Sample Mean
k98,10.154,10.186,8.209
k_p98,-3.13,-3.349,-4.707
GVA_Agr,0.02,0.032,0.124
GVA_Ind,0.194,0.243,0.268
GVA_Trade,0.308,0.305,0.22
GVA_Constr,0.05,0.059,0.068
GVA_FBS,0.222,0.221,0.154
h98_Trade,1.973,1.751,1.044
dwellings2000,12.288,12.475,11.827
urban,0.793,0.666,0.431
modern,0.072,0.085,0.088
av_age_ln,3.437,3.587,3.568
