Treated,Synthetic,Sample Mean
k98,9.698,9.652,8.209
k_p98,-3.982,-4.163,-4.707
GVA_Agr,0.037,0.034,0.124
GVA_Ind,0.17,0.257,0.268
GVA_Trade,0.361,0.289,0.22
GVA_Constr,0.086,0.087,0.068
GVA_FBS,0.115,0.14,0.154
h98_Trade,1.426,1.404,1.044
dwellings2000,12.631,12.742,11.827
urban,0.728,0.645,0.431
modern,0.089,0.092,0.088
av_age_ln,3.446,3.467,3.568
