Treated,Synthetic,Sample Mean
k98,7.671,7.736,8.209
k_p98,-5.165,-5.168,-4.707
GVA_Agr,0.199,0.199,0.124
GVA_Ind,0.2,0.201,0.268
GVA_Trade,0.244,0.242,0.22
GVA_Constr,0.066,0.065,0.068
GVA_FBS,0.109,0.112,0.154
h98_Trade,0.695,0.943,1.044
dwellings2000,11.807,11.824,11.827
urban,0.565,0.506,0.431
modern,0.065,0.119,0.088
av_age_ln,3.467,3.47,3.568
