Treated,Synthetic,Sample Mean
k98,9.22,10.451,8.209
k_p98,-4.351,-3.719,-4.707
GVA_Agr,0.001,0.003,0.124
GVA_Ind,0.217,0.202,0.268
GVA_Trade,0.325,0.313,0.22
GVA_Constr,0.07,0.071,0.068
GVA_FBS,0.217,0.24,0.154
h98_Trade,0.498,1.542,1.044
dwellings2000,12.626,13.227,11.827
urban,0.949,0.87,0.431
modern,0.028,0.051,0.088
av_age_ln,3.705,3.697,3.568
