Treated,Synthetic,Sample Mean
k98,7.739,7.726,8.209
k_p98,-3.987,-4.303,-4.707
GVA_Agr,0.096,0.098,0.124
GVA_Ind,0.306,0.307,0.268
GVA_Trade,0.186,0.187,0.22
GVA_Constr,0.065,0.065,0.068
GVA_FBS,0.158,0.163,0.154
h98_Trade,2.115,1.804,1.044
dwellings2000,10.631,10.93,11.827
urban,0.155,0.158,0.431
modern,0.1,0.078,0.088
av_age_ln,3.554,3.545,3.568
