Treated,Synthetic,Sample Mean
k98,9.229,9.04,8.209
k_p98,-4.221,-4.23,-4.707
GVA_Agr,0.045,0.047,0.124
GVA_Ind,0.306,0.303,0.268
GVA_Trade,0.263,0.251,0.22
GVA_Constr,0.087,0.086,0.068
GVA_FBS,0.149,0.149,0.154
h98_Trade,1.296,1.477,1.044
dwellings2000,12.17,12.173,11.827
urban,0.466,0.47,0.431
modern,0.067,0.069,0.088
av_age_ln,3.471,3.526,3.568
