Treated,Synthetic,Sample Mean
k98,9.19,8.584,8.209
k_p98,-4.223,-4.596,-4.707
GVA_Agr,0.072,0.074,0.124
GVA_Ind,0.258,0.265,0.268
GVA_Trade,0.286,0.281,0.22
GVA_Constr,0.068,0.068,0.068
GVA_FBS,0.15,0.151,0.154
h98_Trade,1.296,1.294,1.044
dwellings2000,12.247,12.11,11.827
urban,0.528,0.575,0.431
modern,0.042,0.044,0.088
av_age_ln,3.533,3.647,3.568
