Treated,Synthetic,Sample Mean
k98,6.305,7.273,8.209
k_p98,-3.98,-4.365,-4.707
GVA_Agr,0.08,0.141,0.124
GVA_Ind,0.172,0.358,0.268
GVA_Trade,0.241,0.135,0.22
GVA_Constr,0.051,0.044,0.068
GVA_FBS,0.092,0.146,0.154
h98_Trade,2.287,1.975,1.044
dwellings2000,9.236,10.487,11.827
urban,0.119,0.107,0.431
modern,0.201,0.105,0.088
av_age_ln,3.499,3.506,3.568
