Treated,Synthetic,Sample Mean
k98,8.995,9.028,8.209
k_p98,-3.68,-3.745,-4.707
GVA_Agr,0.048,0.072,0.124
GVA_Ind,0.284,0.278,0.268
GVA_Trade,0.189,0.227,0.22
GVA_Constr,0.064,0.063,0.068
GVA_FBS,0.217,0.202,0.154
h98_Trade,2.115,1.756,1.044
dwellings2000,11.688,11.684,11.827
urban,0.347,0.358,0.431
modern,0.091,0.094,0.088
av_age_ln,3.632,3.57,3.568
