Treated,Synthetic,Sample Mean
k98,7,7.426,8.209
k_p98,-5.098,-4.686,-4.707
GVA_Agr,0.146,0.161,0.124
GVA_Ind,0.339,0.354,0.268
GVA_Trade,0.18,0.182,0.22
GVA_Constr,0.068,0.052,0.068
GVA_FBS,0.096,0.114,0.154
h98_Trade,0.695,1.107,1.044
dwellings2000,11.035,11.124,11.827
urban,0.551,0.348,0.431
modern,0.079,0.082,0.088
av_age_ln,3.467,3.59,3.568
