Treated,Synthetic,Sample Mean
k98,6.101,6.823,8.209
k_p98,-5.711,-5.21,-4.707
GVA_Agr,0.253,0.251,0.124
GVA_Ind,0.137,0.228,0.268
GVA_Trade,0.183,0.169,0.22
GVA_Constr,0.022,0.034,0.068
GVA_FBS,0.142,0.149,0.154
h98_Trade,0.695,0.757,1.044
dwellings2000,10.73,10.933,11.827
urban,0.423,0.248,0.431
modern,0.069,0.069,0.088
av_age_ln,3.574,3.557,3.568
