119
1997,0.069986988229509
1998,0.0233172238407024
1999,-0.0386861005822792
2000,-0.0504114614716925
2001,-0.00877349899189407
2002,0.00746142198743117
2003,-0.0415225566051693
2004,-0.0847542681601215
2005,-0.0965605247249302
2006,0.0135819379757322
2007,0.0177714258162632
2008,-0.00901762395835654
2009,-0.0848206565667022
2010,0.068320658778951
2011,-0.0493191277188826
2012,0.0151789116420889
2013,0.00715730450543096
2014,-0.0292468461919236
2015,-0.0145853878493983
2016,-0.0360990238659018
2017,-0.0355504471381177
2018,-0.0145915735557059
