Treated,Synthetic,Sample Mean
k98,7.396,7.627,8.209
k_p98,-5.065,-4.928,-4.707
GVA_Agr,0.142,0.167,0.124
GVA_Ind,0.248,0.32,0.268
GVA_Trade,0.206,0.198,0.22
GVA_Constr,0.042,0.05,0.068
GVA_FBS,0.055,0.12,0.154
h98_Trade,0.498,0.909,1.044
dwellings2000,11.463,11.604,11.827
urban,0.566,0.527,0.431
modern,0.047,0.066,0.088
av_age_ln,3.762,3.748,3.568
