Treated,Synthetic,Sample Mean
k98,8.415,8.858,8.209
k_p98,-5.067,-4.656,-4.707
GVA_Agr,0.034,0.044,0.124
GVA_Ind,0.259,0.268,0.268
GVA_Trade,0.245,0.249,0.22
GVA_Constr,0.106,0.106,0.068
GVA_FBS,0.131,0.144,0.154
h98_Trade,0.695,1.311,1.044
dwellings2000,12.431,12.429,11.827
urban,0.659,0.473,0.431
modern,0.069,0.078,0.088
av_age_ln,3.444,3.484,3.568
