Treated,Synthetic,Sample Mean
k98,7.437,7.647,8.209
k_p98,-3.8,-4.339,-4.707
GVA_Agr,0.079,0.102,0.124
GVA_Ind,0.414,0.27,0.268
GVA_Trade,0.157,0.213,0.22
GVA_Constr,0.059,0.06,0.068
GVA_FBS,0.14,0.152,0.154
h98_Trade,2.115,1.853,1.044
dwellings2000,10.223,10.991,11.827
urban,0.179,0.197,0.431
modern,0.079,0.071,0.088
av_age_ln,3.633,3.622,3.568
