Treated,Synthetic,Sample Mean
k98,9.12,9.126,8.209
k_p98,-3.662,-3.693,-4.707
GVA_Agr,0.028,0.027,0.124
GVA_Ind,0.233,0.232,0.268
GVA_Trade,0.325,0.3,0.22
GVA_Constr,0.054,0.078,0.068
GVA_FBS,0.156,0.2,0.154
h98_Trade,2.287,2.152,1.044
dwellings2000,11.721,11.983,11.827
urban,0.274,0.568,0.431
modern,0.173,0.117,0.088
av_age_ln,3.552,3.677,3.568
