Treated,Synthetic,Sample Mean
k98,8.857,8.862,8.206
k_p98,-4.515,-4.516,-4.708
GVA_Agr,0.02,0.023,0.124
GVA_Ind,0.342,0.32,0.267
GVA_Trade,0.274,0.264,0.22
GVA_Constr,0.08,0.08,0.068
GVA_FBS,0.162,0.161,0.154
h98_Trade,1.509,1.509,1.042
dwellings2000,12.084,12.075,11.826
urban,0.416,0.513,0.431
modern,0.092,0.092,0.088
av_age_ln,3.573,3.572,3.568
special.lnGDPpc_change.1998,0.039,0.038,0.022
special.lnGDPpc_change.2003,0.033,0.034,0.058
special.lnGDPpc_change.2006,0.047,0.047,0.064
