Treated,Synthetic,Sample Mean
k98,7.445,7.405,8.213
k_p98,-5.399,-5.332,-4.703
GVA_Agr,0.342,0.254,0.123
GVA_Ind,0.208,0.282,0.268
GVA_Trade,0.161,0.192,0.22
GVA_Constr,0.037,0.034,0.068
GVA_FBS,0.134,0.123,0.154
h98_Trade,0.58,0.363,1.047
dwellings2000,11.801,11.69,11.827
urban,0.286,0.284,0.432
modern,0.081,0.063,0.088
av_age_ln,3.533,3.593,3.568
special.lnGDPpc_change.1998,-0.082,-0.045,0.023
special.lnGDPpc_change.2003,0.02,0.066,0.058
special.lnGDPpc_change.2006,0.206,0.188,0.064
