Treated,Synthetic,Sample Mean
k98,7.102,7.353,8.215
k_p98,-4.564,-4.4,-4.708
GVA_Agr,0.048,0.087,0.124
GVA_Ind,0.105,0.132,0.268
GVA_Trade,0.243,0.248,0.22
GVA_Constr,0.059,0.061,0.068
GVA_FBS,0.304,0.219,0.153
h98_Trade,2.218,2.12,1.038
dwellings2000,11.222,10.955,11.83
urban,0.34,0.306,0.431
modern,0.118,0.119,0.088
av_age_ln,3.522,3.561,3.568
special.lnGDPpc_change.1998,0.046,0.029,0.022
special.lnGDPpc_change.2003,0.129,0.126,0.057
special.lnGDPpc_change.2006,-0.023,0.022,0.065
