289
1997 -0,0260281171040546
1998 -0,00546959953560415
1999 0,0451230779217762
2000 -0,0683149979301614
2001 0,0512346124657895
2002 0,0472850504297474
2003 -0,00205412858541588
2004 0,0153120532667369
2005 0,00373986604307634
2006 0,0465482565307209
2007 0,00800140578881414
2008 0,0698132013541372
2009 -0,00268256372270239
2010 0,0541337312582771
2011 -0,0915287272643242
2012 0,0235460584829644
2013 -0,021439646051777
2014 -0,109521171159196
2015 0,127303347910295
2016 0,032395455536246
2017 0,0212789827255387
2018 -0,00539212722746128
