316
1997 0,100516763040959
1998 -0,086174995813141
1999 -0,0613117576870907
2000 0,0236460818896832
2001 0,00233352717035523
2002 -0,00607721756987956
2003 -0,032222082428378
2004 0,0278276107745784
2005 -0,011420148471129
2006 0,0392457134769472
2007 -0,01462657159811
2008 -0,018722827152523
2009 -0,0168037078469238
2010 0,0293273236674743
2011 -0,0142346477046712
2012 -0,02153667934551
2013 -0,0408917608721583
2014 -0,0215921215691471
2015 0,0663463035231977
2016 0,049707686112966
2017 0,0209887412775421
2018 -0,010802949025473
