266
1997 0,00675455688160581
1998 0,00156043454358492
1999 0,0196264303203346
2000 5,84499095258959e-05
2001 0,00754632396422241
2002 -0,0120641997734962
2003 0,00238026785066217
2004 -0,00296893326808237
2005 0,00712306317197715
2006 0,0079951969526556
2007 0,000481318140666084
2008 -0,0207955033190494
2009 0,00427726773504604
2010 -0,00473263044703075
2011 -0,00687456382485192
2012 -0,00766160665285167
2013 -0,0168383231825106
2014 -0,00106030047238034
2015 0,00706750023399965
2016 -0,00806702100756374
2017 -0,00451499102654627
2018 0,014734487461713
