170
1997 0,0294662945915153
1998 0,0122899302749683
1999 -0,00966749888471605
2000 -0,00105596410617462
2001 -0,0105933140537485
2002 -0,0368117428567893
2003 0,0053345320818291
2004 0,0501178674445355
2005 0,00273716960952256
2006 0,0330486348808925
2007 0,0362551530877694
2008 -0,0265138079641486
2009 0,0133041693718356
2010 -0,030189149802306
2011 -0,0251654877272687
2012 -0,00212411369693904
2013 0,0156425949055588
2014 0,0079656332678741
2015 0,0022670212443719
2016 -0,00878819865341035
2017 0,00823987240916219
2018 0,00440294388227343
