209
1997 0,00742158779738739
1998 -0,00304633360377805
1999 0,00798530488009022
2000 -0,00559553802256151
2001 -0,0375848162555569
2002 -0,00332109782194485
2003 9,14170772690001e-05
2004 -0,0159530036670446
2005 0,0138177815274271
2006 0,00224895059355544
2007 -0,00965157599046008
2008 0,0140866941696612
2009 0,0493769120716793
2010 -0,00269932889725816
2011 -0,0392782911595874
2012 0,0201825086853917
2013 -0,00161594823816368
2014 0,000368080565725709
2015 0,0213676580788149
2016 0,0147382546597727
2017 -0,000452224947924636
2018 0,014461778913311
