150
1997 -0,00522681846895507
1998 -0,00322721899825391
1999 0,0110724499437747
2000 -0,0389119688587442
2001 0,0472243928391234
2002 0,0361399261674993
2003 0,0403472615305111
2004 0,00620863580353713
2005 0,0325702995893564
2006 -0,0259597755954788
2007 0,00524099070682375
2008 -0,0152843472310392
2009 0,00502351393333712
2010 0,0335012593369115
2011 -0,0506465346838986
2012 -0,011662008882964
2013 0,019682586101718
2014 -0,0160216506187428
2015 0,0109894739546636
2016 -0,019707612592237
2017 -0,0186037095873432
2018 0,033239549847049
