273
1997 0,0265467834500999
1998 -0,00618394255933936
1999 -0,0241540923628094
2000 0,0364714441533976
2001 -0,0622733349350054
2002 -0,0502322250600346
2003 -0,00089541368995355
2004 -0,0460992130571355
2005 0,042457854839853
2006 0,00058353245300713
2007 0,0163162193359356
2008 0,0650880732325021
2009 0,00519914638746708
2010 0,0144283815038448
2011 -0,0090028615766259
2012 -0,0193643966914773
2013 0,042751431013476
2014 -0,0078572716763212
2015 -0,0230282299435474
2016 0,0103035851966596
2017 0,0377183726009836
2018 0,00349545658070103
