295
1997 -0,00489088664696284
1998 -0,0100466088747139
1999 -0,0285626064774606
2000 -0,00550317249534499
2001 0,0245483318472031
2002 0,0380559420709133
2003 0,00460673052169447
2004 -0,0669294395188261
2005 -0,0232124413831243
2006 0,0359766244340208
2007 -0,0328380292938674
2008 0,106933113986392
2009 -0,0602335131958216
2010 0,0285271037245549
2011 0,00470132022740995
2012 0,138107506690052
2013 -0,0558906553707668
2014 0,0204110077493889
2015 -0,0386756344520669
2016 0,042411148704669
2017 -0,0689417037948651
2018 -0,0331884004341246
