172
1997 0,0180386222982988
1998 -0,00570990501802973
1999 -0,041125674771235
2000 0,00563920228046865
2001 -0,114295094109415
2002 0,111797117700486
2003 -0,0248380213885182
2004 0,0217867051176008
2005 0,0324702326701985
2006 -0,0464614982859365
2007 0,0139301556545364
2008 -0,011714369327641
2009 0,00717904039466582
2010 -0,0698077958382965
2011 -0,00878637244187325
2012 0,00383901074898558
2013 -0,0574480290141949
2014 0,0187600921712665
2015 -0,0132538895968982
2016 0,00738077081540106
2017 0,00208588239686953
2018 0,0142367832223656
