226
1997 0,00405299100065301
1998 -0,00216441387696248
1999 -0,0133583475162219
2000 -0,0352576274942743
2001 -0,00636818104899482
2002 0,00506333936192147
2003 -0,00510013393432277
2004 0,00859248049624995
2005 0,00416526423018355
2006 0,00154966501083573
2007 -0,0500591951823535
2008 0,0218504199207279
2009 0,0236650220387852
2010 0,012589020314545
2011 -0,0350873934782271
2012 0,00129427011117494
2013 0,00454037366510706
2014 -0,0126686661009628
2015 0,0113447814307829
2016 -0,0154049304494573
2017 -0,0247980119482366
2018 -0,0181459807063923
