296
1997 -0,00660028957335912
1998 -0,00675305415455282
1999 -0,0132729889098201
2000 0,088993417094865
2001 0,0367620475667653
2002 0,0315570861662514
2003 -0,036626316848067
2004 0,0483957944354602
2005 -0,0358757778334127
2006 0,00582274272565117
2007 0,100322033192591
2008 0,0631302344057748
2009 0,0455497896245728
2010 -0,164999795789621
2011 0,0995016981730764
2012 -0,0609614198220506
2013 0,044149406665289
2014 -0,0553961574043946
2015 0,0137423069695587
2016 0,0160635630239765
2017 0,0207727892656675
2018 0,00522829304573245
