Treated,Synthetic,Sample Mean
k98,8.585,8.588,8.207
k_p98,-4.683,-4.549,-4.707
GVA_Agr,0.134,0.167,0.124
GVA_Ind,0.192,0.221,0.268
GVA_Trade,0.238,0.207,0.22
GVA_Constr,0.089,0.05,0.067
GVA_FBS,0.104,0.154,0.154
h98_Trade,1.469,1.392,1.042
dwellings2000,12.196,12.144,11.825
urban,0.176,0.291,0.432
modern,0.109,0.09,0.088
av_age_ln,3.413,3.486,3.569
special.lnGDPpc_change.1998,0.021,0.022,0.022
special.lnGDPpc_change.2003,0.045,0.058,0.058
special.lnGDPpc_change.2006,0.006,0.012,0.065
