162
1997 0,0346016832074604
1998 -0,0215343630241209
1999 -0,0170675411955112
2000 0,0121933530060572
2001 -0,00789041942469187
2002 -0,0147346359919139
2003 -0,000496747203506426
2004 -0,0275178490690353
2005 -0,00375341643406667
2006 0,0139317071171573
2007 -0,021283959710802
2008 0,0201611528144176
2009 -0,00197125867368989
2010 -0,0142282893986271
2011 -0,0198036602523213
2012 -0,0114659305832289
2013 0,00160320933428641
2014 0,0313171994548722
2015 -0,00868613181462314
2016 -0,00887708357123288
2017 -0,00170601533369405
2018 -0,016736553886086
