,date,Uber,metroid
775,2021-05-23,69,US-IL-602
776,2021-05-30,66,US-IL-602
777,2021-06-06,54,US-IL-602
778,2021-06-13,57,US-IL-602
779,2021-06-20,58,US-IL-602
780,2021-06-27,75,US-IL-602
781,2021-07-04,58,US-IL-602
782,2021-07-11,67,US-IL-602
783,2021-07-18,64,US-IL-602
784,2021-07-25,72,US-IL-602
785,2021-08-01,60,US-IL-602
786,2021-08-08,65,US-IL-602
787,2021-08-15,61,US-IL-602
788,2021-08-22,54,US-IL-602
789,2021-08-29,54,US-IL-602
790,2020-03-01,70,US-CA-807
791,2020-03-08,90,US-CA-807
792,2020-03-15,100,US-CA-807
793,2020-03-22,76,US-CA-807
794,2020-03-29,57,US-CA-807
795,2020-04-05,56,US-CA-807
796,2020-04-12,57,US-CA-807
797,2020-04-19,52,US-CA-807
798,2020-04-26,79,US-CA-807
799,2020-05-03,96,US-CA-807
800,2020-05-10,66,US-CA-807
801,2020-05-17,77,US-CA-807
802,2020-05-24,44,US-CA-807
803,2020-05-31,58,US-CA-807
804,2020-06-07,45,US-CA-807
805,2020-06-14,36,US-CA-807
806,2020-06-21,44,US-CA-807
807,2020-06-28,42,US-CA-807
808,2020-07-05,50,US-CA-807
809,2020-07-12,43,US-CA-807
810,2020-07-19,44,US-CA-807
811,2020-07-26,38,US-CA-807
812,2020-08-02,65,US-CA-807
813,2020-08-09,59,US-CA-807
814,2020-08-16,84,US-CA-807
815,2020-08-23,38,US-CA-807
816,2020-08-30,40,US-CA-807
817,2020-09-06,48,US-CA-807
818,2020-09-13,36,US-CA-807
819,2020-09-20,42,US-CA-807
820,2020-09-27,38,US-CA-807
821,2020-10-04,44,US-CA-807
822,2020-10-11,37,US-CA-807
823,2020-10-18,46,US-CA-807
824,2020-10-25,49,US-CA-807
825,2020-11-01,47,US-CA-807
826,2020-11-08,51,US-CA-807
827,2020-11-15,47,US-CA-807
828,2020-11-22,40,US-CA-807
829,2020-11-29,42,US-CA-807
830,2020-12-06,46,US-CA-807
831,2020-12-13,49,US-CA-807
832,2020-12-20,41,US-CA-807
833,2020-12-27,40,US-CA-807
834,2021-01-03,33,US-CA-807
835,2021-01-10,45,US-CA-807
836,2021-01-17,25,US-CA-807
837,2021-01-24,40,US-CA-807
838,2021-01-31,35,US-CA-807
839,2021-02-07,54,US-CA-807
840,2021-02-14,30,US-CA-807
841,2021-02-21,33,US-CA-807
842,2021-02-28,41,US-CA-807
843,2021-03-07,68,US-CA-807
844,2021-03-14,46,US-CA-807
845,2021-03-21,40,US-CA-807
846,2021-03-28,48,US-CA-807
847,2021-04-04,49,US-CA-807
848,2021-04-11,45,US-CA-807
849,2021-04-18,43,US-CA-807
850,2021-04-25,51,US-CA-807
851,2021-05-02,55,US-CA-807
852,2021-05-09,49,US-CA-807
853,2021-05-16,42,US-CA-807
854,2021-05-23,45,US-CA-807
855,2021-05-30,44,US-CA-807
856,2021-06-06,43,US-CA-807
857,2021-06-13,52,US-CA-807
858,2021-06-20,47,US-CA-807
859,2021-06-27,51,US-CA-807
860,2021-07-04,48,US-CA-807
861,2021-07-11,41,US-CA-807
862,2021-07-18,53,US-CA-807
863,2021-07-25,43,US-CA-807
864,2021-08-01,55,US-CA-807
865,2021-08-08,46,US-CA-807
866,2021-08-15,42,US-CA-807
867,2021-08-22,45,US-CA-807
868,2021-08-29,35,US-CA-807
869,2020-03-01,80,US-TX-618
870,2020-03-08,77,US-TX-618
871,2020-03-15,75,US-TX-618
872,2020-03-22,75,US-TX-618
873,2020-03-29,60,US-TX-618
874,2020-04-05,52,US-TX-618
875,2020-04-12,63,US-TX-618
876,2020-04-19,57,US-TX-618
877,2020-04-26,59,US-TX-618
878,2020-05-03,78,US-TX-618
879,2020-05-10,68,US-TX-618
880,2020-05-17,59,US-TX-618
881,2020-05-24,61,US-TX-618
882,2020-05-31,73,US-TX-618
883,2020-06-07,73,US-TX-618
884,2020-06-14,52,US-TX-618
885,2020-06-21,65,US-TX-618
886,2020-06-28,64,US-TX-618
887,2020-07-05,52,US-TX-618
888,2020-07-12,54,US-TX-618
889,2020-07-19,49,US-TX-618
890,2020-07-26,62,US-TX-618
891,2020-08-02,69,US-TX-618
892,2020-08-09,58,US-TX-618
893,2020-08-16,41,US-TX-618
894,2020-08-23,63,US-TX-618
895,2020-08-30,51,US-TX-618
896,2020-09-06,62,US-TX-618
897,2020-09-13,67,US-TX-618
898,2020-09-20,58,US-TX-618
899,2020-09-27,60,US-TX-618
900,2020-10-04,54,US-TX-618
901,2020-10-11,65,US-TX-618
902,2020-10-18,57,US-TX-618
903,2020-10-25,60,US-TX-618
904,2020-11-01,59,US-TX-618
905,2020-11-08,59,US-TX-618
906,2020-11-15,79,US-TX-618
907,2020-11-22,54,US-TX-618
908,2020-11-29,58,US-TX-618
909,2020-12-06,66,US-TX-618
910,2020-12-13,74,US-TX-618
911,2020-12-20,66,US-TX-618
912,2020-12-27,49,US-TX-618
913,2021-01-03,53,US-TX-618
914,2021-01-10,66,US-TX-618
915,2021-01-17,75,US-TX-618
916,2021-01-24,69,US-TX-618
917,2021-01-31,64,US-TX-618
918,2021-02-07,41,US-TX-618
919,2021-02-14,63,US-TX-618
920,2021-02-21,59,US-TX-618
921,2021-02-28,73,US-TX-618
922,2021-03-07,65,US-TX-618
923,2021-03-14,70,US-TX-618
924,2021-03-21,76,US-TX-618
925,2021-03-28,100,US-TX-618
926,2021-04-04,59,US-TX-618
927,2021-04-11,84,US-TX-618
928,2021-04-18,72,US-TX-618
929,2021-04-25,79,US-TX-618
930,2021-05-02,85,US-TX-618
931,2021-05-09,58,US-TX-618
932,2021-05-16,65,US-TX-618
933,2021-05-23,68,US-TX-618
934,2021-05-30,70,US-TX-618
935,2021-06-06,84,US-TX-618
936,2021-06-13,71,US-TX-618
937,2021-06-20,92,US-TX-618
938,2021-06-27,84,US-TX-618
939,2021-07-04,59,US-TX-618
940,2021-07-11,71,US-TX-618
941,2021-07-18,60,US-TX-618
942,2021-07-25,76,US-TX-618
943,2021-08-01,69,US-TX-618
944,2021-08-08,58,US-TX-618
945,2021-08-15,85,US-TX-618
946,2021-08-22,70,US-TX-618
947,2021-08-29,71,US-TX-618
948,2020-03-01,52,US-OH-515
949,2020-03-08,67,US-OH-515
950,2020-03-15,79,US-OH-515
951,2020-03-22,58,US-OH-515
952,2020-03-29,78,US-OH-515
953,2020-04-05,78,US-OH-515
954,2020-04-12,39,US-OH-515
955,2020-04-19,74,US-OH-515
956,2020-04-26,24,US-OH-515
957,2020-05-03,75,US-OH-515
958,2020-05-10,29,US-OH-515
959,2020-05-17,54,US-OH-515
960,2020-05-24,40,US-OH-515
961,2020-05-31,57,US-OH-515
962,2020-06-07,31,US-OH-515
963,2020-06-14,41,US-OH-515
964,2020-06-21,64,US-OH-515
965,2020-06-28,47,US-OH-515
966,2020-07-05,42,US-OH-515
967,2020-07-12,47,US-OH-515
968,2020-07-19,61,US-OH-515
969,2020-07-26,52,US-OH-515
970,2020-08-02,61,US-OH-515
971,2020-08-09,47,US-OH-515
972,2020-08-16,51,US-OH-515
973,2020-08-23,66,US-OH-515
974,2020-08-30,43,US-OH-515
975,2020-09-06,49,US-OH-515
976,2020-09-13,34,US-OH-515
977,2020-09-20,56,US-OH-515
978,2020-09-27,59,US-OH-515
979,2020-10-04,56,US-OH-515
980,2020-10-11,68,US-OH-515
981,2020-10-18,41,US-OH-515
982,2020-10-25,52,US-OH-515
983,2020-11-01,81,US-OH-515
984,2020-11-08,44,US-OH-515
985,2020-11-15,51,US-OH-515
986,2020-11-22,88,US-OH-515
987,2020-11-29,78,US-OH-515
988,2020-12-06,44,US-OH-515
989,2020-12-13,69,US-OH-515
990,2020-12-20,32,US-OH-515
991,2020-12-27,56,US-OH-515
992,2021-01-03,29,US-OH-515
993,2021-01-10,62,US-OH-515
994,2021-01-17,44,US-OH-515
995,2021-01-24,78,US-OH-515
996,2021-01-31,49,US-OH-515
997,2021-02-07,50,US-OH-515
998,2021-02-14,70,US-OH-515
999,2021-02-21,61,US-OH-515
1000,2021-02-28,70,US-OH-515
1001,2021-03-07,46,US-OH-515
1002,2021-03-14,51,US-OH-515
1003,2021-03-21,80,US-OH-515
1004,2021-03-28,92,US-OH-515
1005,2021-04-04,47,US-OH-515
1006,2021-04-11,46,US-OH-515
1007,2021-04-18,77,US-OH-515
1008,2021-04-25,56,US-OH-515
1009,2021-05-02,62,US-OH-515
1010,2021-05-09,100,US-OH-515
1011,2021-05-16,47,US-OH-515
1012,2021-05-23,37,US-OH-515
1013,2021-05-30,65,US-OH-515
1014,2021-06-06,32,US-OH-515
1015,2021-06-13,63,US-OH-515
1016,2021-06-20,70,US-OH-515
1017,2021-06-27,79,US-OH-515
1018,2021-07-04,43,US-OH-515
1019,2021-07-11,46,US-OH-515
1020,2021-07-18,69,US-OH-515
1021,2021-07-25,88,US-OH-515
1022,2021-08-01,53,US-OH-515
1023,2021-08-08,48,US-OH-515
1024,2021-08-15,42,US-OH-515
1025,2021-08-22,26,US-OH-515
1026,2021-08-29,53,US-OH-515
1027,2020-03-01,75,US-VA-511
1028,2020-03-08,74,US-VA-511
1029,2020-03-15,100,US-VA-511
1030,2020-03-22,72,US-VA-511
1031,2020-03-29,93,US-VA-511
1032,2020-04-05,90,US-VA-511
1033,2020-04-12,71,US-VA-511
1034,2020-04-19,68,US-VA-511
1035,2020-04-26,73,US-VA-511
1036,2020-05-03,83,US-VA-511
1037,2020-05-10,73,US-VA-511
1038,2020-05-17,61,US-VA-511
1039,2020-05-24,76,US-VA-511
1040,2020-05-31,73,US-VA-511
1041,2020-06-07,53,US-VA-511
1042,2020-06-14,70,US-VA-511
1043,2020-06-21,74,US-VA-511
1044,2020-06-28,59,US-VA-511
1045,2020-07-05,61,US-VA-511
1046,2020-07-12,68,US-VA-511
1047,2020-07-19,72,US-VA-511
1048,2020-07-26,71,US-VA-511
1049,2020-08-02,65,US-VA-511
1050,2020-08-09,64,US-VA-511
1051,2020-08-16,67,US-VA-511
1052,2020-08-23,69,US-VA-511
1053,2020-08-30,56,US-VA-511
1054,2020-09-06,55,US-VA-511
1055,2020-09-13,58,US-VA-511
1056,2020-09-20,60,US-VA-511
1057,2020-09-27,63,US-VA-511
1058,2020-10-04,60,US-VA-511
1059,2020-10-11,66,US-VA-511
1060,2020-10-18,52,US-VA-511
1061,2020-10-25,51,US-VA-511
1062,2020-11-01,43,US-VA-511
1063,2020-11-08,54,US-VA-511
1064,2020-11-15,44,US-VA-511
1065,2020-11-22,47,US-VA-511
1066,2020-11-29,61,US-VA-511
1067,2020-12-06,59,US-VA-511
1068,2020-12-13,59,US-VA-511
1069,2020-12-20,50,US-VA-511
1070,2020-12-27,73,US-VA-511
1071,2021-01-03,51,US-VA-511
1072,2021-01-10,41,US-VA-511
1073,2021-01-17,47,US-VA-511
1074,2021-01-24,63,US-VA-511
1075,2021-01-31,67,US-VA-511
1076,2021-02-07,75,US-VA-511
1077,2021-02-14,63,US-VA-511
1078,2021-02-21,62,US-VA-511
1079,2021-02-28,62,US-VA-511
1080,2021-03-07,59,US-VA-511
1081,2021-03-14,55,US-VA-511
1082,2021-03-21,60,US-VA-511
1083,2021-03-28,85,US-VA-511
1084,2021-04-04,72,US-VA-511
1085,2021-04-11,65,US-VA-511
1086,2021-04-18,71,US-VA-511
1087,2021-04-25,64,US-VA-511
1088,2021-05-02,88,US-VA-511
1089,2021-05-09,65,US-VA-511
1090,2021-05-16,68,US-VA-511
1091,2021-05-23,92,US-VA-511
1092,2021-05-30,75,US-VA-511
1093,2021-06-06,67,US-VA-511
1094,2021-06-13,67,US-VA-511
1095,2021-06-20,62,US-VA-511
1096,2021-06-27,81,US-VA-511
1097,2021-07-04,74,US-VA-511
1098,2021-07-11,63,US-VA-511
1099,2021-07-18,79,US-VA-511
1100,2021-07-25,69,US-VA-511
1101,2021-08-01,70,US-VA-511
1102,2021-08-08,55,US-VA-511
1103,2021-08-15,72,US-VA-511
1104,2021-08-22,61,US-VA-511
1105,2021-08-29,74,US-VA-511
1106,2020-03-01,100,US-MO-609
1107,2020-03-08,60,US-MO-609
1108,2020-03-15,76,US-MO-609
1109,2020-03-22,70,US-MO-609
1110,2020-03-29,46,US-MO-609
1111,2020-04-05,38,US-MO-609
1112,2020-04-12,48,US-MO-609
1113,2020-04-19,47,US-MO-609
1114,2020-04-26,39,US-MO-609
1115,2020-05-03,73,US-MO-609
1116,2020-05-10,61,US-MO-609
1117,2020-05-17,52,US-MO-609
1118,2020-05-24,56,US-MO-609
1119,2020-05-31,46,US-MO-609
1120,2020-06-07,26,US-MO-609
1121,2020-06-14,41,US-MO-609
1122,2020-06-21,38,US-MO-609
1123,2020-06-28,62,US-MO-609
1124,2020-07-05,75,US-MO-609
1125,2020-07-12,46,US-MO-609
1126,2020-07-19,56,US-MO-609
1127,2020-07-26,39,US-MO-609
1128,2020-08-02,61,US-MO-609
1129,2020-08-09,32,US-MO-609
1130,2020-08-16,58,US-MO-609
1131,2020-08-23,38,US-MO-609
1132,2020-08-30,51,US-MO-609
1133,2020-09-06,35,US-MO-609
1134,2020-09-13,51,US-MO-609
1135,2020-09-20,46,US-MO-609
1136,2020-09-27,74,US-MO-609
1137,2020-10-04,39,US-MO-609
1138,2020-10-11,71,US-MO-609
1139,2020-10-18,41,US-MO-609
1140,2020-10-25,67,US-MO-609
1141,2020-11-01,34,US-MO-609
1142,2020-11-08,52,US-MO-609
1143,2020-11-15,53,US-MO-609
1144,2020-11-22,66,US-MO-609
1145,2020-11-29,35,US-MO-609
1146,2020-12-06,51,US-MO-609
1147,2020-12-13,44,US-MO-609
1148,2020-12-20,47,US-MO-609
1149,2020-12-27,44,US-MO-609
1150,2021-01-03,34,US-MO-609
1151,2021-01-10,39,US-MO-609
1152,2021-01-17,36,US-MO-609
1153,2021-01-24,39,US-MO-609
1154,2021-01-31,24,US-MO-609
1155,2021-02-07,51,US-MO-609
1156,2021-02-14,73,US-MO-609
1157,2021-02-21,44,US-MO-609
1158,2021-02-28,49,US-MO-609
1159,2021-03-07,53,US-MO-609
1160,2021-03-14,52,US-MO-609
1161,2021-03-21,57,US-MO-609
1162,2021-03-28,66,US-MO-609
1163,2021-04-04,40,US-MO-609
1164,2021-04-11,33,US-MO-609
1165,2021-04-18,57,US-MO-609
1166,2021-04-25,53,US-MO-609
1167,2021-05-02,85,US-MO-609
1168,2021-05-09,86,US-MO-609
1169,2021-05-16,37,US-MO-609
1170,2021-05-23,55,US-MO-609
1171,2021-05-30,39,US-MO-609
1172,2021-06-06,79,US-MO-609
1173,2021-06-13,70,US-MO-609
1174,2021-06-20,92,US-MO-609
1175,2021-06-27,80,US-MO-609
1176,2021-07-04,39,US-MO-609
1177,2021-07-11,54,US-MO-609
1178,2021-07-18,75,US-MO-609
1179,2021-07-25,62,US-MO-609
1180,2021-08-01,84,US-MO-609
1181,2021-08-08,46,US-MO-609
1182,2021-08-15,72,US-MO-609
1183,2021-08-22,59,US-MO-609
1184,2021-08-29,63,US-MO-609
1185,2020-03-01,76,US-MD-512
1186,2020-03-08,85,US-MD-512
1187,2020-03-15,94,US-MD-512
1188,2020-03-22,100,US-MD-512
1189,2020-03-29,96,US-MD-512
1190,2020-04-05,65,US-MD-512
1191,2020-04-12,76,US-MD-512
1192,2020-04-19,67,US-MD-512
1193,2020-04-26,52,US-MD-512
1194,2020-05-03,46,US-MD-512
1195,2020-05-10,49,US-MD-512
1196,2020-05-17,54,US-MD-512
1197,2020-05-24,42,US-MD-512
1198,2020-05-31,54,US-MD-512
1199,2020-06-07,66,US-MD-512
1200,2020-06-14,51,US-MD-512
1201,2020-06-21,77,US-MD-512
1202,2020-06-28,48,US-MD-512
1203,2020-07-05,75,US-MD-512
1204,2020-07-12,70,US-MD-512
1205,2020-07-19,73,US-MD-512
1206,2020-07-26,68,US-MD-512
1207,2020-08-02,58,US-MD-512
1208,2020-08-09,71,US-MD-512
1209,2020-08-16,41,US-MD-512
1210,2020-08-23,62,US-MD-512
1211,2020-08-30,60,US-MD-512
1212,2020-09-06,56,US-MD-512
1213,2020-09-13,63,US-MD-512
1214,2020-09-20,67,US-MD-512
1215,2020-09-27,46,US-MD-512
1216,2020-10-04,59,US-MD-512
1217,2020-10-11,68,US-MD-512
1218,2020-10-18,68,US-MD-512
1219,2020-10-25,86,US-MD-512
1220,2020-11-01,70,US-MD-512
1221,2020-11-08,60,US-MD-512
1222,2020-11-15,48,US-MD-512
1223,2020-11-22,54,US-MD-512
1224,2020-11-29,88,US-MD-512
1225,2020-12-06,65,US-MD-512
1226,2020-12-13,72,US-MD-512
1227,2020-12-20,85,US-MD-512
1228,2020-12-27,45,US-MD-512
1229,2021-01-03,70,US-MD-512
1230,2021-01-10,59,US-MD-512
1231,2021-01-17,85,US-MD-512
1232,2021-01-24,90,US-MD-512
1233,2021-01-31,43,US-MD-512
1234,2021-02-07,51,US-MD-512
1235,2021-02-14,62,US-MD-512
1236,2021-02-21,56,US-MD-512
1237,2021-02-28,90,US-MD-512
1238,2021-03-07,36,US-MD-512
1239,2021-03-14,81,US-MD-512
1240,2021-03-21,48,US-MD-512
1241,2021-03-28,75,US-MD-512
1242,2021-04-04,92,US-MD-512
1243,2021-04-11,63,US-MD-512
1244,2021-04-18,40,US-MD-512
1245,2021-04-25,72,US-MD-512
1246,2021-05-02,42,US-MD-512
1247,2021-05-09,55,US-MD-512
1248,2021-05-16,49,US-MD-512
1249,2021-05-23,76,US-MD-512
1250,2021-05-30,65,US-MD-512
1251,2021-06-06,52,US-MD-512
1252,2021-06-13,63,US-MD-512
1253,2021-06-20,68,US-MD-512
1254,2021-06-27,70,US-MD-512
1255,2021-07-04,46,US-MD-512
1256,2021-07-11,73,US-MD-512
1257,2021-07-18,81,US-MD-512
1258,2021-07-25,77,US-MD-512
1259,2021-08-01,59,US-MD-512
1260,2021-08-08,65,US-MD-512
1261,2021-08-15,74,US-MD-512
1262,2021-08-22,64,US-MD-512
1263,2021-08-29,73,US-MD-512
1264,2020-03-01,63,US-OR-820
1265,2020-03-08,64,US-OR-820
1266,2020-03-15,83,US-OR-820
1267,2020-03-22,67,US-OR-820
1268,2020-03-29,78,US-OR-820
1269,2020-04-05,58,US-OR-820
1270,2020-04-12,46,US-OR-820
1271,2020-04-19,45,US-OR-820
1272,2020-04-26,55,US-OR-820
1273,2020-05-03,80,US-OR-820
1274,2020-05-10,75,US-OR-820
1275,2020-05-17,69,US-OR-820
1276,2020-05-24,45,US-OR-820
1277,2020-05-31,53,US-OR-820
1278,2020-06-07,41,US-OR-820
1279,2020-06-14,62,US-OR-820
1280,2020-06-21,44,US-OR-820
1281,2020-06-28,60,US-OR-820
1282,2020-07-05,72,US-OR-820
1283,2020-07-12,81,US-OR-820
1284,2020-07-19,46,US-OR-820
1285,2020-07-26,47,US-OR-820
1286,2020-08-02,49,US-OR-820
1287,2020-08-09,58,US-OR-820
1288,2020-08-16,60,US-OR-820
1289,2020-08-23,61,US-OR-820
1290,2020-08-30,63,US-OR-820
1291,2020-09-06,38,US-OR-820
1292,2020-09-13,45,US-OR-820
1293,2020-09-20,83,US-OR-820
1294,2020-09-27,42,US-OR-820
1295,2020-10-04,55,US-OR-820
1296,2020-10-11,44,US-OR-820
1297,2020-10-18,51,US-OR-820
1298,2020-10-25,79,US-OR-820
1299,2020-11-01,45,US-OR-820
1300,2020-11-08,58,US-OR-820
1301,2020-11-15,82,US-OR-820
1302,2020-11-22,50,US-OR-820
1303,2020-11-29,51,US-OR-820
1304,2020-12-06,62,US-OR-820
1305,2020-12-13,50,US-OR-820
1306,2020-12-20,59,US-OR-820
1307,2020-12-27,56,US-OR-820
1308,2021-01-03,45,US-OR-820
1309,2021-01-10,55,US-OR-820
1310,2021-01-17,55,US-OR-820
1311,2021-01-24,61,US-OR-820
1312,2021-01-31,76,US-OR-820
1313,2021-02-07,63,US-OR-820
1314,2021-02-14,55,US-OR-820
1315,2021-02-21,86,US-OR-820
1316,2021-02-28,74,US-OR-820
1317,2021-03-07,57,US-OR-820
1318,2021-03-14,45,US-OR-820
1319,2021-03-21,52,US-OR-820
1320,2021-03-28,96,US-OR-820
1321,2021-04-04,49,US-OR-820
1322,2021-04-11,82,US-OR-820
1323,2021-04-18,27,US-OR-820
1324,2021-04-25,91,US-OR-820
1325,2021-05-02,54,US-OR-820
1326,2021-05-09,54,US-OR-820
1327,2021-05-16,61,US-OR-820
1328,2021-05-23,68,US-OR-820
1329,2021-05-30,72,US-OR-820
1330,2021-06-06,50,US-OR-820
1331,2021-06-13,100,US-OR-820
1332,2021-06-20,58,US-OR-820
1333,2021-06-27,47,US-OR-820
1334,2021-07-04,49,US-OR-820
1335,2021-07-11,68,US-OR-820
1336,2021-07-18,65,US-OR-820
1337,2021-07-25,84,US-OR-820
1338,2021-08-01,44,US-OR-820
1339,2021-08-08,43,US-OR-820
1340,2021-08-15,58,US-OR-820
1341,2021-08-22,57,US-OR-820
1342,2021-08-29,79,US-OR-820
1343,2020-03-01,100,US-NV-839
1344,2020-03-08,80,US-NV-839
1345,2020-03-15,92,US-NV-839
1346,2020-03-22,84,US-NV-839
1347,2020-03-29,57,US-NV-839
1348,2020-04-05,56,US-NV-839
1349,2020-04-12,50,US-NV-839
1350,2020-04-19,53,US-NV-839
1351,2020-04-26,41,US-NV-839
1352,2020-05-03,63,US-NV-839
1353,2020-05-10,48,US-NV-839
1354,2020-05-17,40,US-NV-839
1355,2020-05-24,45,US-NV-839
1356,2020-05-31,39,US-NV-839
1357,2020-06-07,52,US-NV-839
1358,2020-06-14,43,US-NV-839
1359,2020-06-21,52,US-NV-839
1360,2020-06-28,52,US-NV-839
1361,2020-07-05,49,US-NV-839
1362,2020-07-12,65,US-NV-839
1363,2020-07-19,68,US-NV-839
1364,2020-07-26,61,US-NV-839
1365,2020-08-02,76,US-NV-839
1366,2020-08-09,53,US-NV-839
1367,2020-08-16,65,US-NV-839
1368,2020-08-23,38,US-NV-839
1369,2020-08-30,49,US-NV-839
1370,2020-09-06,45,US-NV-839
1371,2020-09-13,55,US-NV-839
1372,2020-09-20,46,US-NV-839
1373,2020-09-27,64,US-NV-839
1374,2020-10-04,60,US-NV-839
1375,2020-10-11,59,US-NV-839
1376,2020-10-18,57,US-NV-839
1377,2020-10-25,55,US-NV-839
1378,2020-11-01,44,US-NV-839
1379,2020-11-08,35,US-NV-839
1380,2020-11-15,57,US-NV-839
1381,2020-11-22,36,US-NV-839
1382,2020-11-29,60,US-NV-839
1383,2020-12-06,38,US-NV-839
1384,2020-12-13,53,US-NV-839
1385,2020-12-20,67,US-NV-839
1386,2020-12-27,49,US-NV-839
1387,2021-01-03,72,US-NV-839
1388,2021-01-10,59,US-NV-839
1389,2021-01-17,42,US-NV-839
1390,2021-01-24,33,US-NV-839
1391,2021-01-31,54,US-NV-839
1392,2021-02-07,51,US-NV-839
1393,2021-02-14,37,US-NV-839
1394,2021-02-21,55,US-NV-839
1395,2021-02-28,60,US-NV-839
1396,2021-03-07,79,US-NV-839
1397,2021-03-14,89,US-NV-839
1398,2021-03-21,36,US-NV-839
1399,2021-03-28,73,US-NV-839
1400,2021-04-04,72,US-NV-839
1401,2021-04-11,63,US-NV-839
1402,2021-04-18,64,US-NV-839
1403,2021-04-25,67,US-NV-839
1404,2021-05-02,56,US-NV-839
1405,2021-05-09,80,US-NV-839
1406,2021-05-16,69,US-NV-839
1407,2021-05-23,96,US-NV-839
1408,2021-05-30,95,US-NV-839
1409,2021-06-06,94,US-NV-839
1410,2021-06-13,89,US-NV-839
1411,2021-06-20,95,US-NV-839
1412,2021-06-27,66,US-NV-839
1413,2021-07-04,79,US-NV-839
1414,2021-07-11,82,US-NV-839
1415,2021-07-18,80,US-NV-839
1416,2021-07-25,98,US-NV-839
1417,2021-08-01,98,US-NV-839
1418,2021-08-08,65,US-NV-839
1419,2021-08-15,67,US-NV-839
1420,2021-08-22,95,US-NV-839
1421,2021-08-29,65,US-NV-839
1422,2020-03-01,94,US-MO-616
1423,2020-03-08,54,US-MO-616
1424,2020-03-15,90,US-MO-616
1425,2020-03-22,61,US-MO-616
1426,2020-03-29,51,US-MO-616
1427,2020-04-05,69,US-MO-616
1428,2020-04-12,87,US-MO-616
1429,2020-04-19,59,US-MO-616
1430,2020-04-26,40,US-MO-616
1431,2020-05-03,77,US-MO-616
1432,2020-05-10,46,US-MO-616
1433,2020-05-17,67,US-MO-616
1434,2020-05-24,54,US-MO-616
1435,2020-05-31,58,US-MO-616
1436,2020-06-07,78,US-MO-616
1437,2020-06-14,61,US-MO-616
1438,2020-06-21,93,US-MO-616
1439,2020-06-28,69,US-MO-616
1440,2020-07-05,97,US-MO-616
1441,2020-07-12,47,US-MO-616
1442,2020-07-19,47,US-MO-616
1443,2020-07-26,21,US-MO-616
1444,2020-08-02,53,US-MO-616
1445,2020-08-09,77,US-MO-616
1446,2020-08-16,70,US-MO-616
1447,2020-08-23,62,US-MO-616
1448,2020-08-30,56,US-MO-616
1449,2020-09-06,41,US-MO-616
1450,2020-09-13,40,US-MO-616
1451,2020-09-20,56,US-MO-616
1452,2020-09-27,53,US-MO-616
1453,2020-10-04,81,US-MO-616
1454,2020-10-11,65,US-MO-616
1455,2020-10-18,69,US-MO-616
1456,2020-10-25,59,US-MO-616
1457,2020-11-01,37,US-MO-616
1458,2020-11-08,71,US-MO-616
1459,2020-11-15,29,US-MO-616
1460,2020-11-22,86,US-MO-616
1461,2020-11-29,72,US-MO-616
1462,2020-12-06,89,US-MO-616
1463,2020-12-13,63,US-MO-616
1464,2020-12-20,55,US-MO-616
1465,2020-12-27,29,US-MO-616
1466,2021-01-03,44,US-MO-616
1467,2021-01-10,72,US-MO-616
1468,2021-01-17,45,US-MO-616
1469,2021-01-24,72,US-MO-616
1470,2021-01-31,51,US-MO-616
1471,2021-02-07,73,US-MO-616
1472,2021-02-14,80,US-MO-616
1473,2021-02-21,81,US-MO-616
1474,2021-02-28,58,US-MO-616
1475,2021-03-07,57,US-MO-616
1476,2021-03-14,63,US-MO-616
1477,2021-03-21,55,US-MO-616
1478,2021-03-28,100,US-MO-616
1479,2021-04-04,59,US-MO-616
1480,2021-04-11,94,US-MO-616
1481,2021-04-18,86,US-MO-616
1482,2021-04-25,64,US-MO-616
1483,2021-05-02,65,US-MO-616
1484,2021-05-09,82,US-MO-616
1485,2021-05-16,52,US-MO-616
1486,2021-05-23,48,US-MO-616
1487,2021-05-30,86,US-MO-616
1488,2021-06-06,65,US-MO-616
1489,2021-06-13,77,US-MO-616
1490,2021-06-20,65,US-MO-616
1491,2021-06-27,54,US-MO-616
1492,2021-07-04,57,US-MO-616
1493,2021-07-11,78,US-MO-616
1494,2021-07-18,55,US-MO-616
1495,2021-07-25,76,US-MO-616
1496,2021-08-01,67,US-MO-616
1497,2021-08-08,59,US-MO-616
1498,2021-08-15,66,US-MO-616
1499,2021-08-22,71,US-MO-616
1500,2021-08-29,66,US-MO-616
1501,2020-03-01,88,US-MN-613
1502,2020-03-08,80,US-MN-613
1503,2020-03-15,94,US-MN-613
1504,2020-03-22,98,US-MN-613
1505,2020-03-29,79,US-MN-613
1506,2020-04-05,67,US-MN-613
1507,2020-04-12,76,US-MN-613
1508,2020-04-19,69,US-MN-613
1509,2020-04-26,40,US-MN-613
1510,2020-05-03,89,US-MN-613
1511,2020-05-10,43,US-MN-613
1512,2020-05-17,43,US-MN-613
1513,2020-05-24,62,US-MN-613
1514,2020-05-31,61,US-MN-613
1515,2020-06-07,72,US-MN-613
1516,2020-06-14,90,US-MN-613
1517,2020-06-21,61,US-MN-613
1518,2020-06-28,81,US-MN-613
1519,2020-07-05,90,US-MN-613
1520,2020-07-12,70,US-MN-613
1521,2020-07-19,81,US-MN-613
1522,2020-07-26,39,US-MN-613
