,date,Uber,metroid
1523,2020-08-02,57,US-MN-613
1524,2020-08-09,49,US-MN-613
1525,2020-08-16,54,US-MN-613
1526,2020-08-23,57,US-MN-613
1527,2020-08-30,46,US-MN-613
1528,2020-09-06,48,US-MN-613
1529,2020-09-13,51,US-MN-613
1530,2020-09-20,77,US-MN-613
1531,2020-09-27,85,US-MN-613
1532,2020-10-04,72,US-MN-613
1533,2020-10-11,90,US-MN-613
1534,2020-10-18,98,US-MN-613
1535,2020-10-25,82,US-MN-613
1536,2020-11-01,54,US-MN-613
1537,2020-11-08,99,US-MN-613
1538,2020-11-15,81,US-MN-613
1539,2020-11-22,62,US-MN-613
1540,2020-11-29,89,US-MN-613
1541,2020-12-06,86,US-MN-613
1542,2020-12-13,80,US-MN-613
1543,2020-12-20,65,US-MN-613
1544,2020-12-27,81,US-MN-613
1545,2021-01-03,82,US-MN-613
1546,2021-01-10,57,US-MN-613
1547,2021-01-17,77,US-MN-613
1548,2021-01-24,43,US-MN-613
1549,2021-01-31,78,US-MN-613
1550,2021-02-07,100,US-MN-613
1551,2021-02-14,92,US-MN-613
1552,2021-02-21,62,US-MN-613
1553,2021-02-28,100,US-MN-613
1554,2021-03-07,99,US-MN-613
1555,2021-03-14,71,US-MN-613
1556,2021-03-21,43,US-MN-613
1557,2021-03-28,89,US-MN-613
1558,2021-04-04,51,US-MN-613
1559,2021-04-11,86,US-MN-613
1560,2021-04-18,24,US-MN-613
1561,2021-04-25,52,US-MN-613
1562,2021-05-02,68,US-MN-613
1563,2021-05-09,70,US-MN-613
1564,2021-05-16,69,US-MN-613
1565,2021-05-23,92,US-MN-613
1566,2021-05-30,51,US-MN-613
1567,2021-06-06,90,US-MN-613
1568,2021-06-13,100,US-MN-613
1569,2021-06-20,91,US-MN-613
1570,2021-06-27,80,US-MN-613
1571,2021-07-04,81,US-MN-613
1572,2021-07-11,69,US-MN-613
1573,2021-07-18,66,US-MN-613
1574,2021-07-25,76,US-MN-613
1575,2021-08-01,66,US-MN-613
1576,2021-08-08,54,US-MN-613
1577,2021-08-15,92,US-MN-613
1578,2021-08-22,74,US-MN-613
1579,2021-08-29,65,US-MN-613
1580,2020-03-01,80,US-PA-504
1581,2020-03-08,78,US-PA-504
1582,2020-03-15,100,US-PA-504
1583,2020-03-22,75,US-PA-504
1584,2020-03-29,64,US-PA-504
1585,2020-04-05,59,US-PA-504
1586,2020-04-12,49,US-PA-504
1587,2020-04-19,72,US-PA-504
1588,2020-04-26,66,US-PA-504
1589,2020-05-03,69,US-PA-504
1590,2020-05-10,57,US-PA-504
1591,2020-05-17,60,US-PA-504
1592,2020-05-24,58,US-PA-504
1593,2020-05-31,53,US-PA-504
1594,2020-06-07,58,US-PA-504
1595,2020-06-14,53,US-PA-504
1596,2020-06-21,68,US-PA-504
1597,2020-06-28,76,US-PA-504
1598,2020-07-05,73,US-PA-504
1599,2020-07-12,53,US-PA-504
1600,2020-07-19,56,US-PA-504
1601,2020-07-26,56,US-PA-504
1602,2020-08-02,78,US-PA-504
1603,2020-08-09,68,US-PA-504
1604,2020-08-16,64,US-PA-504
1605,2020-08-23,50,US-PA-504
1606,2020-08-30,52,US-PA-504
1607,2020-09-06,44,US-PA-504
1608,2020-09-13,57,US-PA-504
1609,2020-09-20,56,US-PA-504
1610,2020-09-27,57,US-PA-504
1611,2020-10-04,54,US-PA-504
1612,2020-10-11,51,US-PA-504
1613,2020-10-18,70,US-PA-504
1614,2020-10-25,58,US-PA-504
1615,2020-11-01,41,US-PA-504
1616,2020-11-08,65,US-PA-504
1617,2020-11-15,53,US-PA-504
1618,2020-11-22,51,US-PA-504
1619,2020-11-29,77,US-PA-504
1620,2020-12-06,53,US-PA-504
1621,2020-12-13,57,US-PA-504
1622,2020-12-20,47,US-PA-504
1623,2020-12-27,53,US-PA-504
1624,2021-01-03,55,US-PA-504
1625,2021-01-10,57,US-PA-504
1626,2021-01-17,43,US-PA-504
1627,2021-01-24,62,US-PA-504
1628,2021-01-31,79,US-PA-504
1629,2021-02-07,74,US-PA-504
1630,2021-02-14,63,US-PA-504
1631,2021-02-21,73,US-PA-504
1632,2021-02-28,67,US-PA-504
1633,2021-03-07,63,US-PA-504
1634,2021-03-14,63,US-PA-504
1635,2021-03-21,73,US-PA-504
1636,2021-03-28,89,US-PA-504
1637,2021-04-04,80,US-PA-504
1638,2021-04-11,56,US-PA-504
1639,2021-04-18,66,US-PA-504
1640,2021-04-25,79,US-PA-504
1641,2021-05-02,70,US-PA-504
1642,2021-05-09,69,US-PA-504
1643,2021-05-16,69,US-PA-504
1644,2021-05-23,71,US-PA-504
1645,2021-05-30,68,US-PA-504
1646,2021-06-06,80,US-PA-504
1647,2021-06-13,74,US-PA-504
1648,2021-06-20,91,US-PA-504
1649,2021-06-27,75,US-PA-504
1650,2021-07-04,70,US-PA-504
1651,2021-07-11,63,US-PA-504
1652,2021-07-18,63,US-PA-504
1653,2021-07-25,65,US-PA-504
1654,2021-08-01,78,US-PA-504
1655,2021-08-08,63,US-PA-504
1656,2021-08-15,71,US-PA-504
1657,2021-08-22,76,US-PA-504
1658,2021-08-29,61,US-PA-504
1659,2020-03-01,98,US-GA-524
1660,2020-03-08,100,US-GA-524
1661,2020-03-15,94,US-GA-524
1662,2020-03-22,92,US-GA-524
1663,2020-03-29,86,US-GA-524
1664,2020-04-05,79,US-GA-524
1665,2020-04-12,71,US-GA-524
1666,2020-04-19,72,US-GA-524
1667,2020-04-26,62,US-GA-524
1668,2020-05-03,81,US-GA-524
1669,2020-05-10,71,US-GA-524
1670,2020-05-17,78,US-GA-524
1671,2020-05-24,56,US-GA-524
1672,2020-05-31,59,US-GA-524
1673,2020-06-07,83,US-GA-524
1674,2020-06-14,59,US-GA-524
1675,2020-06-21,65,US-GA-524
1676,2020-06-28,83,US-GA-524
1677,2020-07-05,99,US-GA-524
1678,2020-07-12,86,US-GA-524
1679,2020-07-19,72,US-GA-524
1680,2020-07-26,90,US-GA-524
1681,2020-08-02,83,US-GA-524
1682,2020-08-09,57,US-GA-524
1683,2020-08-16,67,US-GA-524
1684,2020-08-23,53,US-GA-524
1685,2020-08-30,60,US-GA-524
1686,2020-09-06,75,US-GA-524
1687,2020-09-13,70,US-GA-524
1688,2020-09-20,75,US-GA-524
1689,2020-09-27,80,US-GA-524
1690,2020-10-04,57,US-GA-524
1691,2020-10-11,89,US-GA-524
1692,2020-10-18,71,US-GA-524
1693,2020-10-25,81,US-GA-524
1694,2020-11-01,64,US-GA-524
1695,2020-11-08,69,US-GA-524
1696,2020-11-15,86,US-GA-524
1697,2020-11-22,67,US-GA-524
1698,2020-11-29,65,US-GA-524
1699,2020-12-06,63,US-GA-524
1700,2020-12-13,69,US-GA-524
1701,2020-12-20,88,US-GA-524
1702,2020-12-27,64,US-GA-524
1703,2021-01-03,55,US-GA-524
1704,2021-01-10,76,US-GA-524
1705,2021-01-17,57,US-GA-524
1706,2021-01-24,77,US-GA-524
1707,2021-01-31,74,US-GA-524
1708,2021-02-07,89,US-GA-524
1709,2021-02-14,95,US-GA-524
1710,2021-02-21,79,US-GA-524
1711,2021-02-28,71,US-GA-524
1712,2021-03-07,77,US-GA-524
1713,2021-03-14,79,US-GA-524
1714,2021-03-21,79,US-GA-524
1715,2021-03-28,96,US-GA-524
1716,2021-04-04,80,US-GA-524
1717,2021-04-11,84,US-GA-524
1718,2021-04-18,75,US-GA-524
1719,2021-04-25,77,US-GA-524
1720,2021-05-02,85,US-GA-524
1721,2021-05-09,91,US-GA-524
1722,2021-05-16,84,US-GA-524
1723,2021-05-23,94,US-GA-524
1724,2021-05-30,74,US-GA-524
1725,2021-06-06,91,US-GA-524
1726,2021-06-13,75,US-GA-524
1727,2021-06-20,91,US-GA-524
1728,2021-06-27,81,US-GA-524
1729,2021-07-04,95,US-GA-524
1730,2021-07-11,83,US-GA-524
1731,2021-07-18,71,US-GA-524
1732,2021-07-25,99,US-GA-524
1733,2021-08-01,92,US-GA-524
1734,2021-08-08,77,US-GA-524
1735,2021-08-15,81,US-GA-524
1736,2021-08-22,82,US-GA-524
1737,2021-08-29,63,US-GA-524
1738,2020-03-01,77,US-NY-501
1739,2020-03-08,70,US-NY-501
1740,2020-03-15,100,US-NY-501
1741,2020-03-22,87,US-NY-501
1742,2020-03-29,64,US-NY-501
1743,2020-04-05,61,US-NY-501
1744,2020-04-12,68,US-NY-501
1745,2020-04-19,55,US-NY-501
1746,2020-04-26,58,US-NY-501
1747,2020-05-03,68,US-NY-501
1748,2020-05-10,67,US-NY-501
1749,2020-05-17,63,US-NY-501
1750,2020-05-24,60,US-NY-501
1751,2020-05-31,57,US-NY-501
1752,2020-06-07,55,US-NY-501
1753,2020-06-14,61,US-NY-501
1754,2020-06-21,56,US-NY-501
1755,2020-06-28,60,US-NY-501
1756,2020-07-05,69,US-NY-501
1757,2020-07-12,57,US-NY-501
1758,2020-07-19,59,US-NY-501
1759,2020-07-26,64,US-NY-501
1760,2020-08-02,66,US-NY-501
1761,2020-08-09,60,US-NY-501
1762,2020-08-16,60,US-NY-501
1763,2020-08-23,57,US-NY-501
1764,2020-08-30,58,US-NY-501
1765,2020-09-06,52,US-NY-501
1766,2020-09-13,51,US-NY-501
1767,2020-09-20,61,US-NY-501
1768,2020-09-27,60,US-NY-501
1769,2020-10-04,59,US-NY-501
1770,2020-10-11,60,US-NY-501
1771,2020-10-18,54,US-NY-501
1772,2020-10-25,54,US-NY-501
1773,2020-11-01,48,US-NY-501
1774,2020-11-08,61,US-NY-501
1775,2020-11-15,56,US-NY-501
1776,2020-11-22,56,US-NY-501
1777,2020-11-29,56,US-NY-501
1778,2020-12-06,62,US-NY-501
1779,2020-12-13,57,US-NY-501
1780,2020-12-20,51,US-NY-501
1781,2020-12-27,56,US-NY-501
1782,2021-01-03,55,US-NY-501
1783,2021-01-10,57,US-NY-501
1784,2021-01-17,57,US-NY-501
1785,2021-01-24,52,US-NY-501
1786,2021-01-31,64,US-NY-501
1787,2021-02-07,62,US-NY-501
1788,2021-02-14,60,US-NY-501
1789,2021-02-21,62,US-NY-501
1790,2021-02-28,53,US-NY-501
1791,2021-03-07,68,US-NY-501
1792,2021-03-14,63,US-NY-501
1793,2021-03-21,63,US-NY-501
1794,2021-03-28,81,US-NY-501
1795,2021-04-04,67,US-NY-501
1796,2021-04-11,63,US-NY-501
1797,2021-04-18,57,US-NY-501
1798,2021-04-25,51,US-NY-501
1799,2021-05-02,60,US-NY-501
1800,2021-05-09,67,US-NY-501
1801,2021-05-16,65,US-NY-501
1802,2021-05-23,66,US-NY-501
1803,2021-05-30,59,US-NY-501
1804,2021-06-06,65,US-NY-501
1805,2021-06-13,61,US-NY-501
1806,2021-06-20,64,US-NY-501
1807,2021-06-27,57,US-NY-501
1808,2021-07-04,63,US-NY-501
1809,2021-07-11,59,US-NY-501
1810,2021-07-18,55,US-NY-501
1811,2021-07-25,60,US-NY-501
1812,2021-08-01,65,US-NY-501
1813,2021-08-08,71,US-NY-501
1814,2021-08-15,61,US-NY-501
1815,2021-08-22,61,US-NY-501
1816,2021-08-29,54,US-NY-501
1817,2020-03-01,63,US-TX-635
1818,2020-03-08,80,US-TX-635
1819,2020-03-15,96,US-TX-635
1820,2020-03-22,68,US-TX-635
1821,2020-03-29,77,US-TX-635
1822,2020-04-05,57,US-TX-635
1823,2020-04-12,58,US-TX-635
1824,2020-04-19,55,US-TX-635
1825,2020-04-26,58,US-TX-635
1826,2020-05-03,62,US-TX-635
1827,2020-05-10,65,US-TX-635
1828,2020-05-17,57,US-TX-635
1829,2020-05-24,43,US-TX-635
1830,2020-05-31,60,US-TX-635
1831,2020-06-07,63,US-TX-635
1832,2020-06-14,86,US-TX-635
1833,2020-06-21,38,US-TX-635
1834,2020-06-28,38,US-TX-635
1835,2020-07-05,53,US-TX-635
1836,2020-07-12,46,US-TX-635
1837,2020-07-19,50,US-TX-635
1838,2020-07-26,57,US-TX-635
1839,2020-08-02,69,US-TX-635
1840,2020-08-09,40,US-TX-635
1841,2020-08-16,52,US-TX-635
1842,2020-08-23,48,US-TX-635
1843,2020-08-30,61,US-TX-635
1844,2020-09-06,55,US-TX-635
1845,2020-09-13,66,US-TX-635
1846,2020-09-20,57,US-TX-635
1847,2020-09-27,49,US-TX-635
1848,2020-10-04,64,US-TX-635
1849,2020-10-11,53,US-TX-635
1850,2020-10-18,67,US-TX-635
1851,2020-10-25,51,US-TX-635
1852,2020-11-01,37,US-TX-635
1853,2020-11-08,59,US-TX-635
1854,2020-11-15,85,US-TX-635
1855,2020-11-22,75,US-TX-635
1856,2020-11-29,49,US-TX-635
1857,2020-12-06,52,US-TX-635
1858,2020-12-13,59,US-TX-635
1859,2020-12-20,76,US-TX-635
1860,2020-12-27,30,US-TX-635
1861,2021-01-03,49,US-TX-635
1862,2021-01-10,56,US-TX-635
1863,2021-01-17,46,US-TX-635
1864,2021-01-24,63,US-TX-635
1865,2021-01-31,59,US-TX-635
1866,2021-02-07,51,US-TX-635
1867,2021-02-14,81,US-TX-635
1868,2021-02-21,59,US-TX-635
1869,2021-02-28,53,US-TX-635
1870,2021-03-07,78,US-TX-635
1871,2021-03-14,48,US-TX-635
1872,2021-03-21,80,US-TX-635
1873,2021-03-28,67,US-TX-635
1874,2021-04-04,47,US-TX-635
1875,2021-04-11,52,US-TX-635
1876,2021-04-18,52,US-TX-635
1877,2021-04-25,53,US-TX-635
1878,2021-05-02,52,US-TX-635
1879,2021-05-09,67,US-TX-635
1880,2021-05-16,64,US-TX-635
1881,2021-05-23,100,US-TX-635
1882,2021-05-30,57,US-TX-635
1883,2021-06-06,60,US-TX-635
1884,2021-06-13,60,US-TX-635
1885,2021-06-20,37,US-TX-635
1886,2021-06-27,52,US-TX-635
1887,2021-07-04,56,US-TX-635
1888,2021-07-11,57,US-TX-635
1889,2021-07-18,74,US-TX-635
1890,2021-07-25,68,US-TX-635
1891,2021-08-01,52,US-TX-635
1892,2021-08-08,50,US-TX-635
1893,2021-08-15,70,US-TX-635
1894,2021-08-22,65,US-TX-635
1895,2021-08-29,70,US-TX-635
1896,2020-03-01,80,US-MA-506
1897,2020-03-08,86,US-MA-506
1898,2020-03-15,100,US-MA-506
1899,2020-03-22,76,US-MA-506
1900,2020-03-29,98,US-MA-506
1901,2020-04-05,58,US-MA-506
1902,2020-04-12,72,US-MA-506
1903,2020-04-19,62,US-MA-506
1904,2020-04-26,57,US-MA-506
1905,2020-05-03,59,US-MA-506
1906,2020-05-10,72,US-MA-506
1907,2020-05-17,73,US-MA-506
1908,2020-05-24,61,US-MA-506
1909,2020-05-31,55,US-MA-506
1910,2020-06-07,58,US-MA-506
1911,2020-06-14,64,US-MA-506
1912,2020-06-21,46,US-MA-506
1913,2020-06-28,62,US-MA-506
1914,2020-07-05,56,US-MA-506
1915,2020-07-12,47,US-MA-506
1916,2020-07-19,46,US-MA-506
1917,2020-07-26,68,US-MA-506
1918,2020-08-02,66,US-MA-506
1919,2020-08-09,51,US-MA-506
1920,2020-08-16,77,US-MA-506
1921,2020-08-23,57,US-MA-506
1922,2020-08-30,52,US-MA-506
1923,2020-09-06,59,US-MA-506
1924,2020-09-13,50,US-MA-506
1925,2020-09-20,47,US-MA-506
1926,2020-09-27,55,US-MA-506
1927,2020-10-04,42,US-MA-506
1928,2020-10-11,60,US-MA-506
1929,2020-10-18,57,US-MA-506
1930,2020-10-25,58,US-MA-506
1931,2020-11-01,65,US-MA-506
1932,2020-11-08,61,US-MA-506
1933,2020-11-15,80,US-MA-506
1934,2020-11-22,43,US-MA-506
1935,2020-11-29,60,US-MA-506
1936,2020-12-06,61,US-MA-506
1937,2020-12-13,69,US-MA-506
1938,2020-12-20,48,US-MA-506
1939,2020-12-27,64,US-MA-506
1940,2021-01-03,66,US-MA-506
1941,2021-01-10,51,US-MA-506
1942,2021-01-17,46,US-MA-506
1943,2021-01-24,50,US-MA-506
1944,2021-01-31,63,US-MA-506
1945,2021-02-07,75,US-MA-506
1946,2021-02-14,61,US-MA-506
1947,2021-02-21,74,US-MA-506
1948,2021-02-28,75,US-MA-506
1949,2021-03-07,70,US-MA-506
1950,2021-03-14,71,US-MA-506
1951,2021-03-21,75,US-MA-506
1952,2021-03-28,80,US-MA-506
1953,2021-04-04,74,US-MA-506
1954,2021-04-11,76,US-MA-506
1955,2021-04-18,69,US-MA-506
1956,2021-04-25,66,US-MA-506
1957,2021-05-02,83,US-MA-506
1958,2021-05-09,80,US-MA-506
1959,2021-05-16,74,US-MA-506
1960,2021-05-23,78,US-MA-506
1961,2021-05-30,59,US-MA-506
1962,2021-06-06,70,US-MA-506
1963,2021-06-13,78,US-MA-506
1964,2021-06-20,78,US-MA-506
1965,2021-06-27,57,US-MA-506
1966,2021-07-04,71,US-MA-506
1967,2021-07-11,98,US-MA-506
1968,2021-07-18,59,US-MA-506
1969,2021-07-25,70,US-MA-506
1970,2021-08-01,86,US-MA-506
1971,2021-08-08,56,US-MA-506
1972,2021-08-15,52,US-MA-506
1973,2021-08-22,71,US-MA-506
1974,2021-08-29,64,US-MA-506
1975,2020-03-01,67,US-TX-641
1976,2020-03-08,54,US-TX-641
1977,2020-03-15,62,US-TX-641
1978,2020-03-22,74,US-TX-641
1979,2020-03-29,58,US-TX-641
1980,2020-04-05,57,US-TX-641
1981,2020-04-12,42,US-TX-641
1982,2020-04-19,52,US-TX-641
1983,2020-04-26,52,US-TX-641
1984,2020-05-03,38,US-TX-641
1985,2020-05-10,31,US-TX-641
1986,2020-05-17,63,US-TX-641
1987,2020-05-24,47,US-TX-641
1988,2020-05-31,49,US-TX-641
1989,2020-06-07,51,US-TX-641
1990,2020-06-14,36,US-TX-641
1991,2020-06-21,74,US-TX-641
1992,2020-06-28,53,US-TX-641
1993,2020-07-05,43,US-TX-641
1994,2020-07-12,38,US-TX-641
1995,2020-07-19,41,US-TX-641
1996,2020-07-26,35,US-TX-641
1997,2020-08-02,77,US-TX-641
1998,2020-08-09,69,US-TX-641
1999,2020-08-16,69,US-TX-641
2000,2020-08-23,57,US-TX-641
2001,2020-08-30,51,US-TX-641
2002,2020-09-06,53,US-TX-641
2003,2020-09-13,37,US-TX-641
2004,2020-09-20,44,US-TX-641
2005,2020-09-27,47,US-TX-641
2006,2020-10-04,55,US-TX-641
2007,2020-10-11,53,US-TX-641
2008,2020-10-18,44,US-TX-641
2009,2020-10-25,43,US-TX-641
2010,2020-11-01,51,US-TX-641
2011,2020-11-08,42,US-TX-641
2012,2020-11-15,61,US-TX-641
2013,2020-11-22,45,US-TX-641
2014,2020-11-29,35,US-TX-641
2015,2020-12-06,78,US-TX-641
2016,2020-12-13,54,US-TX-641
2017,2020-12-20,43,US-TX-641
2018,2020-12-27,40,US-TX-641
2019,2021-01-03,55,US-TX-641
2020,2021-01-10,45,US-TX-641
2021,2021-01-17,56,US-TX-641
2022,2021-01-24,31,US-TX-641
2023,2021-01-31,49,US-TX-641
2024,2021-02-07,62,US-TX-641
2025,2021-02-14,80,US-TX-641
2026,2021-02-21,42,US-TX-641
2027,2021-02-28,43,US-TX-641
2028,2021-03-07,55,US-TX-641
2029,2021-03-14,59,US-TX-641
2030,2021-03-21,45,US-TX-641
2031,2021-03-28,43,US-TX-641
2032,2021-04-04,57,US-TX-641
2033,2021-04-11,54,US-TX-641
2034,2021-04-18,43,US-TX-641
2035,2021-04-25,60,US-TX-641
2036,2021-05-02,54,US-TX-641
2037,2021-05-09,72,US-TX-641
2038,2021-05-16,100,US-TX-641
2039,2021-05-23,63,US-TX-641
2040,2021-05-30,82,US-TX-641
2041,2021-06-06,81,US-TX-641
2042,2021-06-13,58,US-TX-641
2043,2021-06-20,63,US-TX-641
2044,2021-06-27,47,US-TX-641
2045,2021-07-04,72,US-TX-641
2046,2021-07-11,64,US-TX-641
2047,2021-07-18,67,US-TX-641
2048,2021-07-25,46,US-TX-641
2049,2021-08-01,67,US-TX-641
2050,2021-08-08,90,US-TX-641
2051,2021-08-15,36,US-TX-641
2052,2021-08-22,71,US-TX-641
2053,2021-08-29,53,US-TX-641
2054,2020-03-01,85,US-TX-623
2055,2020-03-08,94,US-TX-623
2056,2020-03-15,100,US-TX-623
2057,2020-03-22,88,US-TX-623
2058,2020-03-29,72,US-TX-623
2059,2020-04-05,64,US-TX-623
2060,2020-04-12,64,US-TX-623
2061,2020-04-19,53,US-TX-623
2062,2020-04-26,58,US-TX-623
2063,2020-05-03,63,US-TX-623
2064,2020-05-10,60,US-TX-623
2065,2020-05-17,62,US-TX-623
2066,2020-05-24,72,US-TX-623
2067,2020-05-31,62,US-TX-623
2068,2020-06-07,61,US-TX-623
2069,2020-06-14,60,US-TX-623
2070,2020-06-21,63,US-TX-623
2071,2020-06-28,74,US-TX-623
2072,2020-07-05,61,US-TX-623
2073,2020-07-12,50,US-TX-623
2074,2020-07-19,53,US-TX-623
2075,2020-07-26,43,US-TX-623
2076,2020-08-02,50,US-TX-623
2077,2020-08-09,58,US-TX-623
2078,2020-08-16,67,US-TX-623
2079,2020-08-23,50,US-TX-623
2080,2020-08-30,52,US-TX-623
2081,2020-09-06,51,US-TX-623
2082,2020-09-13,60,US-TX-623
2083,2020-09-20,49,US-TX-623
2084,2020-09-27,62,US-TX-623
2085,2020-10-04,66,US-TX-623
2086,2020-10-11,54,US-TX-623
2087,2020-10-18,59,US-TX-623
2088,2020-10-25,45,US-TX-623
2089,2020-11-01,52,US-TX-623
2090,2020-11-08,55,US-TX-623
2091,2020-11-15,57,US-TX-623
2092,2020-11-22,61,US-TX-623
2093,2020-11-29,66,US-TX-623
2094,2020-12-06,69,US-TX-623
2095,2020-12-13,47,US-TX-623
2096,2020-12-20,55,US-TX-623
2097,2020-12-27,62,US-TX-623
2098,2021-01-03,44,US-TX-623
2099,2021-01-10,68,US-TX-623
2100,2021-01-17,53,US-TX-623
2101,2021-01-24,72,US-TX-623
2102,2021-01-31,67,US-TX-623
2103,2021-02-07,82,US-TX-623
2104,2021-02-14,78,US-TX-623
2105,2021-02-21,68,US-TX-623
2106,2021-02-28,58,US-TX-623
2107,2021-03-07,59,US-TX-623
2108,2021-03-14,73,US-TX-623
2109,2021-03-21,64,US-TX-623
2110,2021-03-28,65,US-TX-623
2111,2021-04-04,62,US-TX-623
2112,2021-04-11,66,US-TX-623
2113,2021-04-18,56,US-TX-623
2114,2021-04-25,54,US-TX-623
2115,2021-05-02,66,US-TX-623
2116,2021-05-09,60,US-TX-623
2117,2021-05-16,74,US-TX-623
2118,2021-05-23,66,US-TX-623
2119,2021-05-30,74,US-TX-623
2120,2021-06-06,57,US-TX-623
2121,2021-06-13,80,US-TX-623
2122,2021-06-20,77,US-TX-623
2123,2021-06-27,66,US-TX-623
2124,2021-07-04,81,US-TX-623
2125,2021-07-11,89,US-TX-623
2126,2021-07-18,89,US-TX-623
2127,2021-07-25,62,US-TX-623
2128,2021-08-01,80,US-TX-623
2129,2021-08-08,69,US-TX-623
2130,2021-08-15,63,US-TX-623
2131,2021-08-22,77,US-TX-623
2132,2021-08-29,67,US-TX-623
2133,2020-03-01,63,US-CA-825
2134,2020-03-08,58,US-CA-825
2135,2020-03-15,84,US-CA-825
2136,2020-03-22,63,US-CA-825
2137,2020-03-29,66,US-CA-825
2138,2020-04-05,37,US-CA-825
2139,2020-04-12,52,US-CA-825
2140,2020-04-19,46,US-CA-825
2141,2020-04-26,33,US-CA-825
2142,2020-05-03,49,US-CA-825
2143,2020-05-10,42,US-CA-825
2144,2020-05-17,31,US-CA-825
2145,2020-05-24,47,US-CA-825
2146,2020-05-31,43,US-CA-825
2147,2020-06-07,44,US-CA-825
2148,2020-06-14,57,US-CA-825
2149,2020-06-21,44,US-CA-825
2150,2020-06-28,49,US-CA-825
2151,2020-07-05,52,US-CA-825
2152,2020-07-12,38,US-CA-825
2153,2020-07-19,30,US-CA-825
2154,2020-07-26,50,US-CA-825
2155,2020-08-02,40,US-CA-825
2156,2020-08-09,58,US-CA-825
2157,2020-08-16,100,US-CA-825
2158,2020-08-23,51,US-CA-825
2159,2020-08-30,41,US-CA-825
2160,2020-09-06,27,US-CA-825
2161,2020-09-13,44,US-CA-825
2162,2020-09-20,41,US-CA-825
2163,2020-09-27,32,US-CA-825
2164,2020-10-04,44,US-CA-825
2165,2020-10-11,52,US-CA-825
2166,2020-10-18,38,US-CA-825
2167,2020-10-25,55,US-CA-825
2168,2020-11-01,55,US-CA-825
2169,2020-11-08,53,US-CA-825
2170,2020-11-15,46,US-CA-825
2171,2020-11-22,50,US-CA-825
2172,2020-11-29,62,US-CA-825
2173,2020-12-06,38,US-CA-825
2174,2020-12-13,59,US-CA-825
2175,2020-12-20,43,US-CA-825
2176,2020-12-27,54,US-CA-825
2177,2021-01-03,40,US-CA-825
2178,2021-01-10,39,US-CA-825
2179,2021-01-17,41,US-CA-825
2180,2021-01-24,42,US-CA-825
2181,2021-01-31,48,US-CA-825
2182,2021-02-07,53,US-CA-825
2183,2021-02-14,45,US-CA-825
2184,2021-02-21,29,US-CA-825
2185,2021-02-28,52,US-CA-825
2186,2021-03-07,53,US-CA-825
2187,2021-03-14,63,US-CA-825
2188,2021-03-21,50,US-CA-825
2189,2021-03-28,49,US-CA-825
2190,2021-04-04,63,US-CA-825
2191,2021-04-11,68,US-CA-825
2192,2021-04-18,43,US-CA-825
2193,2021-04-25,41,US-CA-825
2194,2021-05-02,47,US-CA-825
2195,2021-05-09,49,US-CA-825
2196,2021-05-16,64,US-CA-825
2197,2021-05-23,63,US-CA-825
2198,2021-05-30,57,US-CA-825
2199,2021-06-06,73,US-CA-825
2200,2021-06-13,71,US-CA-825
2201,2021-06-20,52,US-CA-825
2202,2021-06-27,68,US-CA-825
2203,2021-07-04,49,US-CA-825
2204,2021-07-11,64,US-CA-825
2205,2021-07-18,56,US-CA-825
2206,2021-07-25,49,US-CA-825
2207,2021-08-01,52,US-CA-825
2208,2021-08-08,53,US-CA-825
2209,2021-08-15,48,US-CA-825
2210,2021-08-22,52,US-CA-825
2211,2021-08-29,45,US-CA-825
