date,Uber,metroid
2020-03-01,94,US-MO-616
2020-03-08,54,US-MO-616
2020-03-15,90,US-MO-616
2020-03-22,61,US-MO-616
2020-03-29,51,US-MO-616
2020-04-05,69,US-MO-616
2020-04-12,87,US-MO-616
2020-04-19,59,US-MO-616
2020-04-26,40,US-MO-616
2020-05-03,77,US-MO-616
2020-05-10,46,US-MO-616
2020-05-17,67,US-MO-616
2020-05-24,54,US-MO-616
2020-05-31,58,US-MO-616
2020-06-07,78,US-MO-616
2020-06-14,61,US-MO-616
2020-06-21,93,US-MO-616
2020-06-28,69,US-MO-616
2020-07-05,97,US-MO-616
2020-07-12,47,US-MO-616
2020-07-19,47,US-MO-616
2020-07-26,21,US-MO-616
2020-08-02,53,US-MO-616
2020-08-09,77,US-MO-616
2020-08-16,70,US-MO-616
2020-08-23,62,US-MO-616
2020-08-30,56,US-MO-616
2020-09-06,41,US-MO-616
2020-09-13,40,US-MO-616
2020-09-20,56,US-MO-616
2020-09-27,53,US-MO-616
2020-10-04,81,US-MO-616
2020-10-11,65,US-MO-616
2020-10-18,69,US-MO-616
2020-10-25,59,US-MO-616
2020-11-01,37,US-MO-616
2020-11-08,71,US-MO-616
2020-11-15,29,US-MO-616
2020-11-22,86,US-MO-616
2020-11-29,72,US-MO-616
2020-12-06,89,US-MO-616
2020-12-13,63,US-MO-616
2020-12-20,55,US-MO-616
2020-12-27,29,US-MO-616
2021-01-03,44,US-MO-616
2021-01-10,72,US-MO-616
2021-01-17,45,US-MO-616
2021-01-24,72,US-MO-616
2021-01-31,51,US-MO-616
2021-02-07,73,US-MO-616
2021-02-14,80,US-MO-616
2021-02-21,81,US-MO-616
2021-02-28,58,US-MO-616
2021-03-07,57,US-MO-616
2021-03-14,63,US-MO-616
2021-03-21,55,US-MO-616
2021-03-28,100,US-MO-616
2021-04-04,59,US-MO-616
2021-04-11,94,US-MO-616
2021-04-18,86,US-MO-616
2021-04-25,64,US-MO-616
2021-05-02,65,US-MO-616
2021-05-09,82,US-MO-616
2021-05-16,52,US-MO-616
2021-05-23,48,US-MO-616
2021-05-30,86,US-MO-616
2021-06-06,65,US-MO-616
2021-06-13,77,US-MO-616
2021-06-20,65,US-MO-616
2021-06-27,54,US-MO-616
2021-07-04,57,US-MO-616
2021-07-11,78,US-MO-616
2021-07-18,55,US-MO-616
2021-07-25,76,US-MO-616
2021-08-01,67,US-MO-616
2021-08-08,59,US-MO-616
2021-08-15,66,US-MO-616
2021-08-22,71,US-MO-616
2021-08-29,66,US-MO-616
