date,Uber,metroid
2020-03-01,63,US-TX-635
2020-03-08,80,US-TX-635
2020-03-15,96,US-TX-635
2020-03-22,68,US-TX-635
2020-03-29,77,US-TX-635
2020-04-05,57,US-TX-635
2020-04-12,58,US-TX-635
2020-04-19,55,US-TX-635
2020-04-26,58,US-TX-635
2020-05-03,62,US-TX-635
2020-05-10,65,US-TX-635
2020-05-17,57,US-TX-635
2020-05-24,43,US-TX-635
2020-05-31,60,US-TX-635
2020-06-07,63,US-TX-635
2020-06-14,86,US-TX-635
2020-06-21,38,US-TX-635
2020-06-28,38,US-TX-635
2020-07-05,53,US-TX-635
2020-07-12,46,US-TX-635
2020-07-19,50,US-TX-635
2020-07-26,57,US-TX-635
2020-08-02,69,US-TX-635
2020-08-09,40,US-TX-635
2020-08-16,52,US-TX-635
2020-08-23,48,US-TX-635
2020-08-30,61,US-TX-635
2020-09-06,55,US-TX-635
2020-09-13,66,US-TX-635
2020-09-20,57,US-TX-635
2020-09-27,49,US-TX-635
2020-10-04,64,US-TX-635
2020-10-11,53,US-TX-635
2020-10-18,67,US-TX-635
2020-10-25,51,US-TX-635
2020-11-01,37,US-TX-635
2020-11-08,59,US-TX-635
2020-11-15,85,US-TX-635
2020-11-22,75,US-TX-635
2020-11-29,49,US-TX-635
2020-12-06,52,US-TX-635
2020-12-13,59,US-TX-635
2020-12-20,76,US-TX-635
2020-12-27,30,US-TX-635
2021-01-03,49,US-TX-635
2021-01-10,56,US-TX-635
2021-01-17,46,US-TX-635
2021-01-24,63,US-TX-635
2021-01-31,59,US-TX-635
2021-02-07,51,US-TX-635
2021-02-14,81,US-TX-635
2021-02-21,59,US-TX-635
2021-02-28,53,US-TX-635
2021-03-07,78,US-TX-635
2021-03-14,48,US-TX-635
2021-03-21,80,US-TX-635
2021-03-28,67,US-TX-635
2021-04-04,47,US-TX-635
2021-04-11,52,US-TX-635
2021-04-18,52,US-TX-635
2021-04-25,53,US-TX-635
2021-05-02,52,US-TX-635
2021-05-09,67,US-TX-635
2021-05-16,64,US-TX-635
2021-05-23,100,US-TX-635
2021-05-30,57,US-TX-635
2021-06-06,60,US-TX-635
2021-06-13,60,US-TX-635
2021-06-20,37,US-TX-635
2021-06-27,52,US-TX-635
2021-07-04,56,US-TX-635
2021-07-11,57,US-TX-635
2021-07-18,74,US-TX-635
2021-07-25,68,US-TX-635
2021-08-01,52,US-TX-635
2021-08-08,50,US-TX-635
2021-08-15,70,US-TX-635
2021-08-22,65,US-TX-635
2021-08-29,70,US-TX-635
