date,Uber,metroid
2020-03-01,70,US-CA-807
2020-03-08,90,US-CA-807
2020-03-15,100,US-CA-807
2020-03-22,76,US-CA-807
2020-03-29,57,US-CA-807
2020-04-05,56,US-CA-807
2020-04-12,57,US-CA-807
2020-04-19,52,US-CA-807
2020-04-26,79,US-CA-807
2020-05-03,96,US-CA-807
2020-05-10,66,US-CA-807
2020-05-17,77,US-CA-807
2020-05-24,44,US-CA-807
2020-05-31,58,US-CA-807
2020-06-07,45,US-CA-807
2020-06-14,36,US-CA-807
2020-06-21,44,US-CA-807
2020-06-28,42,US-CA-807
2020-07-05,50,US-CA-807
2020-07-12,43,US-CA-807
2020-07-19,44,US-CA-807
2020-07-26,38,US-CA-807
2020-08-02,65,US-CA-807
2020-08-09,59,US-CA-807
2020-08-16,84,US-CA-807
2020-08-23,38,US-CA-807
2020-08-30,40,US-CA-807
2020-09-06,48,US-CA-807
2020-09-13,36,US-CA-807
2020-09-20,42,US-CA-807
2020-09-27,38,US-CA-807
2020-10-04,44,US-CA-807
2020-10-11,37,US-CA-807
2020-10-18,46,US-CA-807
2020-10-25,49,US-CA-807
2020-11-01,47,US-CA-807
2020-11-08,51,US-CA-807
2020-11-15,47,US-CA-807
2020-11-22,40,US-CA-807
2020-11-29,42,US-CA-807
2020-12-06,46,US-CA-807
2020-12-13,49,US-CA-807
2020-12-20,41,US-CA-807
2020-12-27,40,US-CA-807
2021-01-03,33,US-CA-807
2021-01-10,45,US-CA-807
2021-01-17,25,US-CA-807
2021-01-24,40,US-CA-807
2021-01-31,35,US-CA-807
2021-02-07,54,US-CA-807
2021-02-14,30,US-CA-807
2021-02-21,33,US-CA-807
2021-02-28,41,US-CA-807
2021-03-07,68,US-CA-807
2021-03-14,46,US-CA-807
2021-03-21,40,US-CA-807
2021-03-28,48,US-CA-807
2021-04-04,49,US-CA-807
2021-04-11,45,US-CA-807
2021-04-18,43,US-CA-807
2021-04-25,51,US-CA-807
2021-05-02,55,US-CA-807
2021-05-09,49,US-CA-807
2021-05-16,42,US-CA-807
2021-05-23,45,US-CA-807
2021-05-30,44,US-CA-807
2021-06-06,43,US-CA-807
2021-06-13,52,US-CA-807
2021-06-20,47,US-CA-807
2021-06-27,51,US-CA-807
2021-07-04,48,US-CA-807
2021-07-11,41,US-CA-807
2021-07-18,53,US-CA-807
2021-07-25,43,US-CA-807
2021-08-01,55,US-CA-807
2021-08-08,46,US-CA-807
2021-08-15,42,US-CA-807
2021-08-22,45,US-CA-807
2021-08-29,35,US-CA-807
