date,Uber,metroid
2020-03-01,80,US-PA-504
2020-03-08,78,US-PA-504
2020-03-15,100,US-PA-504
2020-03-22,75,US-PA-504
2020-03-29,64,US-PA-504
2020-04-05,59,US-PA-504
2020-04-12,49,US-PA-504
2020-04-19,72,US-PA-504
2020-04-26,66,US-PA-504
2020-05-03,69,US-PA-504
2020-05-10,57,US-PA-504
2020-05-17,60,US-PA-504
2020-05-24,58,US-PA-504
2020-05-31,53,US-PA-504
2020-06-07,58,US-PA-504
2020-06-14,53,US-PA-504
2020-06-21,68,US-PA-504
2020-06-28,76,US-PA-504
2020-07-05,73,US-PA-504
2020-07-12,53,US-PA-504
2020-07-19,56,US-PA-504
2020-07-26,56,US-PA-504
2020-08-02,78,US-PA-504
2020-08-09,68,US-PA-504
2020-08-16,64,US-PA-504
2020-08-23,50,US-PA-504
2020-08-30,52,US-PA-504
2020-09-06,44,US-PA-504
2020-09-13,57,US-PA-504
2020-09-20,56,US-PA-504
2020-09-27,57,US-PA-504
2020-10-04,54,US-PA-504
2020-10-11,51,US-PA-504
2020-10-18,70,US-PA-504
2020-10-25,58,US-PA-504
2020-11-01,41,US-PA-504
2020-11-08,65,US-PA-504
2020-11-15,53,US-PA-504
2020-11-22,51,US-PA-504
2020-11-29,77,US-PA-504
2020-12-06,53,US-PA-504
2020-12-13,57,US-PA-504
2020-12-20,47,US-PA-504
2020-12-27,53,US-PA-504
2021-01-03,55,US-PA-504
2021-01-10,57,US-PA-504
2021-01-17,43,US-PA-504
2021-01-24,62,US-PA-504
2021-01-31,79,US-PA-504
2021-02-07,74,US-PA-504
2021-02-14,63,US-PA-504
2021-02-21,73,US-PA-504
2021-02-28,67,US-PA-504
2021-03-07,63,US-PA-504
2021-03-14,63,US-PA-504
2021-03-21,73,US-PA-504
2021-03-28,89,US-PA-504
2021-04-04,80,US-PA-504
2021-04-11,56,US-PA-504
2021-04-18,66,US-PA-504
2021-04-25,79,US-PA-504
2021-05-02,70,US-PA-504
2021-05-09,69,US-PA-504
2021-05-16,69,US-PA-504
2021-05-23,71,US-PA-504
2021-05-30,68,US-PA-504
2021-06-06,80,US-PA-504
2021-06-13,74,US-PA-504
2021-06-20,91,US-PA-504
2021-06-27,75,US-PA-504
2021-07-04,70,US-PA-504
2021-07-11,63,US-PA-504
2021-07-18,63,US-PA-504
2021-07-25,65,US-PA-504
2021-08-01,78,US-PA-504
2021-08-08,63,US-PA-504
2021-08-15,71,US-PA-504
2021-08-22,76,US-PA-504
2021-08-29,61,US-PA-504
