date,Uber,metroid
2020-03-01,80,US-FL-528
2020-03-08,67,US-FL-528
2020-03-15,80,US-FL-528
2020-03-22,74,US-FL-528
2020-03-29,62,US-FL-528
2020-04-05,59,US-FL-528
2020-04-12,53,US-FL-528
2020-04-19,72,US-FL-528
2020-04-26,80,US-FL-528
2020-05-03,61,US-FL-528
2020-05-10,50,US-FL-528
2020-05-17,53,US-FL-528
2020-05-24,56,US-FL-528
2020-05-31,55,US-FL-528
2020-06-07,43,US-FL-528
2020-06-14,61,US-FL-528
2020-06-21,59,US-FL-528
2020-06-28,63,US-FL-528
2020-07-05,63,US-FL-528
2020-07-12,66,US-FL-528
2020-07-19,62,US-FL-528
2020-07-26,54,US-FL-528
2020-08-02,60,US-FL-528
2020-08-09,50,US-FL-528
2020-08-16,47,US-FL-528
2020-08-23,50,US-FL-528
2020-08-30,53,US-FL-528
2020-09-06,48,US-FL-528
2020-09-13,50,US-FL-528
2020-09-20,55,US-FL-528
2020-09-27,59,US-FL-528
2020-10-04,64,US-FL-528
2020-10-11,63,US-FL-528
2020-10-18,34,US-FL-528
2020-10-25,47,US-FL-528
2020-11-01,43,US-FL-528
2020-11-08,47,US-FL-528
2020-11-15,42,US-FL-528
2020-11-22,63,US-FL-528
2020-11-29,70,US-FL-528
2020-12-06,51,US-FL-528
2020-12-13,47,US-FL-528
2020-12-20,55,US-FL-528
2020-12-27,54,US-FL-528
2021-01-03,54,US-FL-528
2021-01-10,54,US-FL-528
2021-01-17,66,US-FL-528
2021-01-24,62,US-FL-528
2021-01-31,54,US-FL-528
2021-02-07,64,US-FL-528
2021-02-14,54,US-FL-528
2021-02-21,54,US-FL-528
2021-02-28,51,US-FL-528
2021-03-07,56,US-FL-528
2021-03-14,65,US-FL-528
2021-03-21,82,US-FL-528
2021-03-28,67,US-FL-528
2021-04-04,72,US-FL-528
2021-04-11,100,US-FL-528
2021-04-18,70,US-FL-528
2021-04-25,69,US-FL-528
2021-05-02,62,US-FL-528
2021-05-09,80,US-FL-528
2021-05-16,67,US-FL-528
2021-05-23,63,US-FL-528
2021-05-30,71,US-FL-528
2021-06-06,72,US-FL-528
2021-06-13,65,US-FL-528
2021-06-20,68,US-FL-528
2021-06-27,74,US-FL-528
2021-07-04,72,US-FL-528
2021-07-11,54,US-FL-528
2021-07-18,89,US-FL-528
2021-07-25,78,US-FL-528
2021-08-01,72,US-FL-528
2021-08-08,56,US-FL-528
2021-08-15,67,US-FL-528
2021-08-22,76,US-FL-528
2021-08-29,54,US-FL-528
