date,Uber,metroid
2020-03-01,67,US-TX-641
2020-03-08,54,US-TX-641
2020-03-15,62,US-TX-641
2020-03-22,74,US-TX-641
2020-03-29,58,US-TX-641
2020-04-05,57,US-TX-641
2020-04-12,42,US-TX-641
2020-04-19,52,US-TX-641
2020-04-26,52,US-TX-641
2020-05-03,38,US-TX-641
2020-05-10,31,US-TX-641
2020-05-17,63,US-TX-641
2020-05-24,47,US-TX-641
2020-05-31,49,US-TX-641
2020-06-07,51,US-TX-641
2020-06-14,36,US-TX-641
2020-06-21,74,US-TX-641
2020-06-28,53,US-TX-641
2020-07-05,43,US-TX-641
2020-07-12,38,US-TX-641
2020-07-19,41,US-TX-641
2020-07-26,35,US-TX-641
2020-08-02,77,US-TX-641
2020-08-09,69,US-TX-641
2020-08-16,69,US-TX-641
2020-08-23,57,US-TX-641
2020-08-30,51,US-TX-641
2020-09-06,53,US-TX-641
2020-09-13,37,US-TX-641
2020-09-20,44,US-TX-641
2020-09-27,47,US-TX-641
2020-10-04,55,US-TX-641
2020-10-11,53,US-TX-641
2020-10-18,44,US-TX-641
2020-10-25,43,US-TX-641
2020-11-01,51,US-TX-641
2020-11-08,42,US-TX-641
2020-11-15,61,US-TX-641
2020-11-22,45,US-TX-641
2020-11-29,35,US-TX-641
2020-12-06,78,US-TX-641
2020-12-13,54,US-TX-641
2020-12-20,43,US-TX-641
2020-12-27,40,US-TX-641
2021-01-03,55,US-TX-641
2021-01-10,45,US-TX-641
2021-01-17,56,US-TX-641
2021-01-24,31,US-TX-641
2021-01-31,49,US-TX-641
2021-02-07,62,US-TX-641
2021-02-14,80,US-TX-641
2021-02-21,42,US-TX-641
2021-02-28,43,US-TX-641
2021-03-07,55,US-TX-641
2021-03-14,59,US-TX-641
2021-03-21,45,US-TX-641
2021-03-28,43,US-TX-641
2021-04-04,57,US-TX-641
2021-04-11,54,US-TX-641
2021-04-18,43,US-TX-641
2021-04-25,60,US-TX-641
2021-05-02,54,US-TX-641
2021-05-09,72,US-TX-641
2021-05-16,100,US-TX-641
2021-05-23,63,US-TX-641
2021-05-30,82,US-TX-641
2021-06-06,81,US-TX-641
2021-06-13,58,US-TX-641
2021-06-20,63,US-TX-641
2021-06-27,47,US-TX-641
2021-07-04,72,US-TX-641
2021-07-11,64,US-TX-641
2021-07-18,67,US-TX-641
2021-07-25,46,US-TX-641
2021-08-01,67,US-TX-641
2021-08-08,90,US-TX-641
2021-08-15,36,US-TX-641
2021-08-22,71,US-TX-641
2021-08-29,53,US-TX-641
