date,Uber,metroid
2020-03-01,61,US-FL-539
2020-03-08,74,US-FL-539
2020-03-15,100,US-FL-539
2020-03-22,69,US-FL-539
2020-03-29,66,US-FL-539
2020-04-05,63,US-FL-539
2020-04-12,48,US-FL-539
2020-04-19,60,US-FL-539
2020-04-26,61,US-FL-539
2020-05-03,66,US-FL-539
2020-05-10,73,US-FL-539
2020-05-17,61,US-FL-539
2020-05-24,50,US-FL-539
2020-05-31,57,US-FL-539
2020-06-07,58,US-FL-539
2020-06-14,61,US-FL-539
2020-06-21,51,US-FL-539
2020-06-28,62,US-FL-539
2020-07-05,50,US-FL-539
2020-07-12,66,US-FL-539
2020-07-19,52,US-FL-539
2020-07-26,52,US-FL-539
2020-08-02,60,US-FL-539
2020-08-09,60,US-FL-539
2020-08-16,74,US-FL-539
2020-08-23,59,US-FL-539
2020-08-30,45,US-FL-539
2020-09-06,75,US-FL-539
2020-09-13,52,US-FL-539
2020-09-20,54,US-FL-539
2020-09-27,59,US-FL-539
2020-10-04,46,US-FL-539
2020-10-11,53,US-FL-539
2020-10-18,72,US-FL-539
2020-10-25,55,US-FL-539
2020-11-01,41,US-FL-539
2020-11-08,66,US-FL-539
2020-11-15,61,US-FL-539
2020-11-22,58,US-FL-539
2020-11-29,72,US-FL-539
2020-12-06,44,US-FL-539
2020-12-13,60,US-FL-539
2020-12-20,42,US-FL-539
2020-12-27,62,US-FL-539
2021-01-03,51,US-FL-539
2021-01-10,54,US-FL-539
2021-01-17,67,US-FL-539
2021-01-24,53,US-FL-539
2021-01-31,72,US-FL-539
2021-02-07,59,US-FL-539
2021-02-14,63,US-FL-539
2021-02-21,54,US-FL-539
2021-02-28,64,US-FL-539
2021-03-07,75,US-FL-539
2021-03-14,72,US-FL-539
2021-03-21,61,US-FL-539
2021-03-28,76,US-FL-539
2021-04-04,60,US-FL-539
2021-04-11,67,US-FL-539
2021-04-18,65,US-FL-539
2021-04-25,66,US-FL-539
2021-05-02,71,US-FL-539
2021-05-09,69,US-FL-539
2021-05-16,56,US-FL-539
2021-05-23,62,US-FL-539
2021-05-30,73,US-FL-539
2021-06-06,81,US-FL-539
2021-06-13,79,US-FL-539
2021-06-20,84,US-FL-539
2021-06-27,74,US-FL-539
2021-07-04,67,US-FL-539
2021-07-11,53,US-FL-539
2021-07-18,82,US-FL-539
2021-07-25,57,US-FL-539
2021-08-01,81,US-FL-539
2021-08-08,75,US-FL-539
2021-08-15,56,US-FL-539
2021-08-22,57,US-FL-539
2021-08-29,59,US-FL-539
