date,Uber,metroid
2020-03-01,51,US-CA-862
2020-03-08,60,US-CA-862
2020-03-15,90,US-CA-862
2020-03-22,58,US-CA-862
2020-03-29,68,US-CA-862
2020-04-05,53,US-CA-862
2020-04-12,60,US-CA-862
2020-04-19,47,US-CA-862
2020-04-26,68,US-CA-862
2020-05-03,51,US-CA-862
2020-05-10,73,US-CA-862
2020-05-17,37,US-CA-862
2020-05-24,49,US-CA-862
2020-05-31,65,US-CA-862
2020-06-07,56,US-CA-862
2020-06-14,52,US-CA-862
2020-06-21,60,US-CA-862
2020-06-28,59,US-CA-862
2020-07-05,68,US-CA-862
2020-07-12,54,US-CA-862
2020-07-19,35,US-CA-862
2020-07-26,52,US-CA-862
2020-08-02,55,US-CA-862
2020-08-09,54,US-CA-862
2020-08-16,100,US-CA-862
2020-08-23,37,US-CA-862
2020-08-30,39,US-CA-862
2020-09-06,52,US-CA-862
2020-09-13,39,US-CA-862
2020-09-20,62,US-CA-862
2020-09-27,61,US-CA-862
2020-10-04,60,US-CA-862
2020-10-11,80,US-CA-862
2020-10-18,63,US-CA-862
2020-10-25,53,US-CA-862
2020-11-01,45,US-CA-862
2020-11-08,46,US-CA-862
2020-11-15,55,US-CA-862
2020-11-22,64,US-CA-862
2020-11-29,68,US-CA-862
2020-12-06,50,US-CA-862
2020-12-13,29,US-CA-862
2020-12-20,54,US-CA-862
2020-12-27,46,US-CA-862
2021-01-03,46,US-CA-862
2021-01-10,57,US-CA-862
2021-01-17,39,US-CA-862
2021-01-24,49,US-CA-862
2021-01-31,31,US-CA-862
2021-02-07,55,US-CA-862
2021-02-14,68,US-CA-862
2021-02-21,62,US-CA-862
2021-02-28,57,US-CA-862
2021-03-07,80,US-CA-862
2021-03-14,79,US-CA-862
2021-03-21,27,US-CA-862
2021-03-28,74,US-CA-862
2021-04-04,67,US-CA-862
2021-04-11,64,US-CA-862
2021-04-18,51,US-CA-862
2021-04-25,47,US-CA-862
2021-05-02,62,US-CA-862
2021-05-09,63,US-CA-862
2021-05-16,70,US-CA-862
2021-05-23,52,US-CA-862
2021-05-30,50,US-CA-862
2021-06-06,41,US-CA-862
2021-06-13,80,US-CA-862
2021-06-20,42,US-CA-862
2021-06-27,68,US-CA-862
2021-07-04,61,US-CA-862
2021-07-11,62,US-CA-862
2021-07-18,80,US-CA-862
2021-07-25,52,US-CA-862
2021-08-01,55,US-CA-862
2021-08-08,51,US-CA-862
2021-08-15,43,US-CA-862
2021-08-22,85,US-CA-862
2021-08-29,43,US-CA-862
