date,Uber,metroid
2020-03-01,85,US-TX-623
2020-03-08,94,US-TX-623
2020-03-15,100,US-TX-623
2020-03-22,88,US-TX-623
2020-03-29,72,US-TX-623
2020-04-05,64,US-TX-623
2020-04-12,64,US-TX-623
2020-04-19,53,US-TX-623
2020-04-26,58,US-TX-623
2020-05-03,63,US-TX-623
2020-05-10,60,US-TX-623
2020-05-17,62,US-TX-623
2020-05-24,72,US-TX-623
2020-05-31,62,US-TX-623
2020-06-07,61,US-TX-623
2020-06-14,60,US-TX-623
2020-06-21,63,US-TX-623
2020-06-28,74,US-TX-623
2020-07-05,61,US-TX-623
2020-07-12,50,US-TX-623
2020-07-19,53,US-TX-623
2020-07-26,43,US-TX-623
2020-08-02,50,US-TX-623
2020-08-09,58,US-TX-623
2020-08-16,67,US-TX-623
2020-08-23,50,US-TX-623
2020-08-30,52,US-TX-623
2020-09-06,51,US-TX-623
2020-09-13,60,US-TX-623
2020-09-20,49,US-TX-623
2020-09-27,62,US-TX-623
2020-10-04,66,US-TX-623
2020-10-11,54,US-TX-623
2020-10-18,59,US-TX-623
2020-10-25,45,US-TX-623
2020-11-01,52,US-TX-623
2020-11-08,55,US-TX-623
2020-11-15,57,US-TX-623
2020-11-22,61,US-TX-623
2020-11-29,66,US-TX-623
2020-12-06,69,US-TX-623
2020-12-13,47,US-TX-623
2020-12-20,55,US-TX-623
2020-12-27,62,US-TX-623
2021-01-03,44,US-TX-623
2021-01-10,68,US-TX-623
2021-01-17,53,US-TX-623
2021-01-24,72,US-TX-623
2021-01-31,67,US-TX-623
2021-02-07,82,US-TX-623
2021-02-14,78,US-TX-623
2021-02-21,68,US-TX-623
2021-02-28,58,US-TX-623
2021-03-07,59,US-TX-623
2021-03-14,73,US-TX-623
2021-03-21,64,US-TX-623
2021-03-28,65,US-TX-623
2021-04-04,62,US-TX-623
2021-04-11,66,US-TX-623
2021-04-18,56,US-TX-623
2021-04-25,54,US-TX-623
2021-05-02,66,US-TX-623
2021-05-09,60,US-TX-623
2021-05-16,74,US-TX-623
2021-05-23,66,US-TX-623
2021-05-30,74,US-TX-623
2021-06-06,57,US-TX-623
2021-06-13,80,US-TX-623
2021-06-20,77,US-TX-623
2021-06-27,66,US-TX-623
2021-07-04,81,US-TX-623
2021-07-11,89,US-TX-623
2021-07-18,89,US-TX-623
2021-07-25,62,US-TX-623
2021-08-01,80,US-TX-623
2021-08-08,69,US-TX-623
2021-08-15,63,US-TX-623
2021-08-22,77,US-TX-623
2021-08-29,67,US-TX-623
