212
1997 0,00436863946287527
1998 0,000605826534714818
1999 -0,00260659499214922
2000 0,0179685969731603
2001 -0,0133920983059979
2002 -0,0289871096939121
2003 -0,00782246970835762
2004 -0,0225225415567086
2005 -0,0209392820533267
2006 0,000733646796122596
2007 -8,9042316344469e-05
2008 -0,0128344362175875
2009 0,0446076508581531
2010 -0,0351824390685253
2011 -0,0191843208052938
2012 0,0309341053321727
2013 0,00879202678557526
2014 0,0190324879772232
2015 0,0347032001684517
2016 0,0153998821976118
2017 -0,0253963799515754
2018 -0,00198259954822815
