173
1997 0,0275559009405806
1998 -0,00331360641389698
1999 -0,00218779949563686
2000 -0,00241246269352835
2001 0,0111116514522667
2002 -0,0527542913112077
2003 -0,0165144416180185
2004 -0,0297019228534563
2005 0,0398157512363985
2006 -0,0184346372010846
2007 0,00420650489176776
2008 -0,0469954880797655
2009 -0,041547522145364
2010 -0,0409197297522576
2011 0,0118591086747685
2012 0,0100298609305576
2013 0,00055736462831139
2014 0,0180052003079166
2015 -8,59739255398076e-05
2016 0,0167670935894088
2017 -0,00154140745828151
2018 -0,0221927026702851
